Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
2.96,-0.01545,0.833
2.98,-0.0153,0.833
3,-0.01545,0.8335
3.02,-0.01545,0.8335
3.04,-0.01545,0.8335
3.06,-0.0156,0.8335
3.08,-0.0156,0.8335
3.1,-0.01545,0.8335
3.12,-0.01545,0.8335
3.141,-0.0156,0.8335
3.16,-0.01545,0.833
3.18,-0.0153,0.833
3.2,-0.01545,0.833
3.22,-0.01545,0.833
3.24,-0.01545,0.833
3.26,-0.01545,0.8325
3.28,-0.01545,0.833
3.301,-0.0156,0.833
3.321,-0.0156,0.833
3.34,-0.0156,0.833
3.36,-0.01545,0.833
3.38,-0.01545,0.833
3.4,-0.01545,0.8325
3.42,-0.01545,0.8325
3.44,-0.0153,0.833
3.461,-0.0156,0.833
3.48,-0.0153,0.833
3.5,-0.01545,0.833
3.52,-0.0153,0.833
3.54,-0.01545,0.8325
3.56,-0.01545,0.833
3.58,-0.01545,0.833
3.6,-0.01545,0.8335
3.621,-0.0156,0.8335
3.641,-0.01545,0.8335
3.661,-0.0156,0.8335
3.682,-0.01575,0.8335
3.701,-0.0156,0.8335
3.721,-0.0156,0.8335
3.741,-0.0156,0.8335
3.761,-0.0156,0.8335
3.78,-0.0156,0.8335
3.801,-0.0156,0.8335
3.82,-0.0153,0.833
3.841,-0.0156,0.833
3.861,-0.0156,0.833
3.881,-0.01545,0.833
3.901,-0.0156,0.833
3.921,-0.01545,0.833
3.94,-0.0156,0.8335
3.96,-0.01545,0.833
3.98,-0.01545,0.833
4,-0.0153,0.833
4.021,-0.0156,0.833
4.04,-0.0156,0.833
4.06,-0.0153,0.833
4.081,-0.0156,0.833
4.1,-0.0156,0.8335
4.12,-0.01545,0.8335
4.14,-0.0153,0.833
4.16,-0.0153,0.833
4.18,-0.0153,0.833
4.2,-0.0153,0.833
4.22,-0.0153,0.833
4.241,-0.0156,0.8335
4.261,-0.01545,0.8335
4.281,-0.0156,0.8335
4.301,-0.0156,0.8335
4.32,-0.0153,0.833
4.34,-0.0153,0.8335
4.36,-0.0153,0.8335
4.38,-0.0153,0.833
4.399,-0.01515,0.8335
4.42,-0.0153,0.8335
4.44,-0.0153,0.8335
4.46,-0.0153,0.8335
4.48,-0.0153,0.8335
4.5,-0.0153,0.8335
4.52,-0.0153,0.8335
4.54,-0.0153,0.833
4.561,-0.0156,0.833
4.58,-0.01545,0.833
4.601,-0.0156,0.833
4.621,-0.0156,0.833
4.641,-0.0156,0.833
4.661,-0.0156,0.833
4.681,-0.0156,0.8335
4.701,-0.0156,0.8335
4.721,-0.0156,0.8335
4.74,-0.0156,0.8335
4.76,-0.0156,0.8335
4.78,-0.0153,0.8335
4.8,-0.01545,0.8335
4.82,-0.0153,0.833
4.84,-0.0153,0.8335
4.86,-0.01545,0.8335
4.88,-0.0153,0.8335
4.901,-0.0156,0.8335
4.92,-0.01545,0.8335
4.94,-0.0153,0.8335
4.96,-0.0153,0.8335
4.98,-0.0153,0.833
5,-0.0153,0.833
5.02,-0.0153,0.8335
5.04,-0.0153,0.8335
5.06,-0.0153,0.8335
5.08,-0.0153,0.8335
5.1,-0.0153,0.8335
5.12,-0.0153,0.8335
5.141,-0.01545,0.8335
5.161,-0.01545,0.8335
5.181,-0.0156,0.8335
5.201,-0.01545,0.8335
5.221,-0.0156,0.8335
5.241,-0.0156,0.8335
5.261,-0.01545,0.833
5.28,-0.01545,0.833
5.3,-0.0153,0.8335
5.32,-0.0153,0.8335
5.34,-0.0153,0.8335
5.36,-0.0153,0.8335
5.38,-0.0153,0.833
5.4,-0.0153,0.833
5.42,-0.0153,0.8335
5.44,-0.0153,0.8335
5.459,-0.0153,0.8335
5.48,-0.0153,0.8335
5.5,-0.0153,0.8335
5.521,-0.0156,0.8335
5.541,-0.01545,0.8335
5.56,-0.0153,0.8335
5.58,-0.0153,0.8335
5.6,-0.0153,0.8335
5.62,-0.0153,0.8335
5.641,-0.0156,0.8335
5.661,-0.01545,0.8335
5.681,-0.0156,0.8335
5.701,-0.0156,0.8335
5.72,-0.0153,0.8335
5.74,-0.0153,0.8335
5.76,-0.0153,0.8335
5.78,-0.0153,0.833
5.799,-0.0153,0.8335
5.82,-0.01545,0.8335
5.84,-0.0153,0.833
5.86,-0.0153,0.833
5.882,-0.0156,0.8335
5.9,-0.0153,0.8335
5.92,-0.0153,0.8335
5.94,-0.0153,0.833
5.96,-0.0153,0.8335
5.981,-0.0156,0.8335
6.001,-0.01545,0.8335
6.021,-0.0156,0.8335
6.041,-0.01545,0.833
6.061,-0.01545,0.8335
6.081,-0.01545,0.8335
6.1,-0.01545,0.833
6.12,-0.0153,0.833
6.14,-0.0153,0.833
6.16,-0.0153,0.8335
6.18,-0.0153,0.8335
6.2,-0.0153,0.8335
6.22,-0.0153,0.8335
6.24,-0.0153,0.8335
6.26,-0.0153,0.833
6.28,-0.0153,0.833
6.3,-0.0153,0.8335
6.321,-0.01545,0.8335
6.341,-0.01545,0.8335
6.361,-0.01545,0.8335
6.381,-0.01545,0.8335
6.401,-0.01545,0.8335
6.421,-0.01545,0.8335
6.441,-0.01545,0.8335
6.46,-0.0153,0.833
6.48,-0.0153,0.833
6.5,-0.0153,0.833
6.52,-0.0153,0.833
6.54,-0.0153,0.833
6.561,-0.01545,0.833
6.58,-0.0153,0.8335
6.6,-0.0153,0.8335
6.62,-0.0153,0.833
6.64,-0.0153,0.833
6.66,-0.0153,0.833
6.681,-0.01545,0.833
6.701,-0.01545,0.833
6.721,-0.01545,0.833
6.741,-0.01545,0.833
6.761,-0.01545,0.833
6.781,-0.01545,0.833
6.801,-0.01545,0.833
6.82,-0.01545,0.833
6.84,-0.01545,0.833
6.86,-0.0153,0.833
6.881,-0.01545,0.833
6.9,-0.01545,0.833
6.92,-0.0153,0.833
6.94,-0.0153,0.833
6.96,-0.0153,0.833
6.981,-0.01545,0.833
7,-0.0153,0.833
7.02,-0.0153,0.833
7.04,-0.0153,0.833
7.06,-0.0153,0.833
7.08,-0.0153,0.833
7.1,-0.0153,0.8335
7.119,-0.0153,0.833
7.14,-0.0153,0.833
7.16,-0.0153,0.833
7.18,-0.0153,0.833
7.199,-0.0153,0.833
7.22,-0.01545,0.833
7.24,-0.0153,0.833
7.26,-0.0153,0.833
7.28,-0.0153,0.833
7.3,-0.0153,0.8335
7.32,-0.0153,0.833
7.34,-0.0153,0.833
7.36,-0.0153,0.833
7.381,-0.01545,0.833
7.401,-0.01545,0.8335
7.421,-0.01545,0.8335
7.441,-0.01545,0.8335
7.461,-0.01545,0.8335
7.481,-0.01545,0.833
7.501,-0.01545,0.833
7.52,-0.01545,0.8335
7.54,-0.01545,0.8335
7.56,-0.0153,0.8335
7.58,-0.0153,0.8335
7.6,-0.0153,0.833
7.62,-0.01545,0.833
7.64,-0.01545,0.833
7.66,-0.0153,0.833
7.68,-0.0153,0.833
7.7,-0.01545,0.833
7.72,-0.01545,0.833
7.74,-0.0153,0.8335
7.76,-0.01545,0.833
7.78,-0.01545,0.833
7.8,-0.01545,0.833
7.82,-0.01545,0.833
7.84,-0.01545,0.833
7.86,-0.01545,0.833
7.88,-0.01545,0.833
7.9,-0.01545,0.833
7.92,-0.01545,0.833
7.941,-0.0156,0.833
7.961,-0.0156,0.833
7.981,-0.0156,0.833
8.001,-0.01545,0.833
8.021,-0.01545,0.833
8.041,-0.01545,0.833
8.06,-0.0156,0.8325
8.08,-0.01545,0.8325
8.1,-0.01545,0.8325
8.12,-0.01545,0.833
8.14,-0.01545,0.833
8.16,-0.01545,0.833
8.18,-0.01545,0.833
8.2,-0.0153,0.833
8.22,-0.01545,0.833
8.24,-0.0153,0.8325
8.26,-0.01545,0.8325
8.279,-0.01545,0.8325
8.3,-0.0153,0.833
8.32,-0.01545,0.833
8.34,-0.01545,0.8325
8.36,-0.01545,0.8325
8.38,-0.01545,0.833
8.4,-0.01575,0.8335
8.42,-0.0153,0.8335
8.44,-0.01545,0.8335
8.46,-0.01545,0.8335
8.48,-0.01545,0.833
8.5,-0.01545,0.833
8.52,-0.01545,0.833
8.541,-0.01545,0.833
8.561,-0.0156,0.833
8.581,-0.0156,0.833
8.601,-0.0156,0.833
8.621,-0.0156,0.833
8.641,-0.0156,0.8335
8.661,-0.0156,0.833
8.681,-0.01545,0.833
8.7,-0.01545,0.8335
8.721,-0.0156,0.8335
8.741,-0.0156,0.8335
8.761,-0.0156,0.833
8.781,-0.0156,0.833
8.801,-0.0156,0.833
8.82,-0.0156,0.833
8.84,-0.01545,0.833
8.86,-0.01545,0.833
8.881,-0.01545,0.833
8.901,-0.01545,0.833
8.921,-0.0156,0.833
8.94,-0.01545,0.833
8.961,-0.01545,0.833
8.981,-0.0156,0.833
9.001,-0.0156,0.833
9.021,-0.0156,0.833
9.04,-0.01545,0.833
9.06,-0.01545,0.833
9.08,-0.01545,0.833
9.1,-0.01545,0.833
9.12,-0.01545,0.833
9.14,-0.0153,0.833
9.16,-0.01545,0.8325
9.179,-0.01545,0.833
9.2,-0.01545,0.833
9.22,-0.01545,0.833
9.24,-0.0153,0.833
9.261,-0.0156,0.833
9.281,-0.0156,0.833
9.301,-0.01545,0.833
9.321,-0.0156,0.833
9.341,-0.01545,0.8325
9.361,-0.01545,0.8325
9.381,-0.01545,0.8325
9.401,-0.01545,0.833
9.421,-0.01545,0.833
9.44,-0.0156,0.833
9.46,-0.01545,0.833
9.48,-0.01545,0.833
9.5,-0.01545,0.833
9.52,-0.01545,0.833
9.54,-0.01545,0.833
9.56,-0.01545,0.833
9.58,-0.01545,0.833
9.6,-0.01545,0.833
9.621,-0.0156,0.833
9.64,-0.01545,0.833
9.661,-0.0156,0.833
9.681,-0.01545,0.833
9.701,-0.0156,0.833
9.721,-0.0156,0.833
9.74,-0.01545,0.833
9.76,-0.01545,0.833
9.78,-0.01545,0.833
9.8,-0.01545,0.8335
9.82,-0.0153,0.8335
9.84,-0.0153,0.8335
9.861,-0.01545,0.8335
9.881,-0.01545,0.833
9.901,-0.01545,0.833
9.921,-0.01545,0.833
9.941,-0.01545,0.833
9.961,-0.01545,0.833
9.981,-0.01545,0.833
10,-0.0153,0.833
10.021,-0.01545,0.833
10.041,-0.01545,0.833
10.061,-0.0156,0.833
10.081,-0.01545,0.833
10.101,-0.0156,0.833
10.12,-0.0156,0.833
10.14,-0.0156,0.833
10.16,-0.0153,0.833
10.181,-0.0156,0.833
10.2,-0.0153,0.833
10.22,-0.0153,0.833
10.24,-0.0153,0.833
10.26,-0.0153,0.833
10.28,-0.0153,0.833
10.3,-0.0153,0.833
10.319,-0.01545,0.833
10.34,-0.0153,0.833
10.36,-0.0153,0.833
10.38,-0.0153,0.833
10.4,-0.0153,0.833
10.419,-0.01545,0.833
10.441,-0.01545,0.833
10.461,-0.01545,0.833
10.481,-0.01545,0.833
10.501,-0.01545,0.833
10.521,-0.01545,0.833
10.541,-0.01545,0.833
10.561,-0.01545,0.833
10.581,-0.01545,0.8335
10.601,-0.0156,0.8335
10.621,-0.01545,0.833
10.64,-0.01545,0.833
10.66,-0.01545,0.833
10.68,-0.0153,0.833
10.7,-0.01545,0.833
10.72,-0.0153,0.833
10.74,-0.0153,0.833
10.76,-0.0153,0.833
10.78,-0.0153,0.833
10.8,-0.0153,0.833
10.82,-0.0153,0.833
10.841,-0.01545,0.833
10.861,-0.01545,0.833
10.881,-0.01545,0.833
10.901,-0.01545,0.833
10.921,-0.01545,0.833
10.941,-0.01545,0.833
10.961,-0.01545,0.833
10.981,-0.01545,0.833
11.001,-0.01545,0.833
11.02,-0.01545,0.833
11.04,-0.01545,0.833
11.06,-0.01515,0.8335
11.08,-0.0153,0.833
11.1,-0.01515,0.833
11.12,-0.0153,0.833
11.14,-0.0153,0.833
11.16,-0.01515,0.833
11.18,-0.0153,0.833
11.2,-0.01515,0.833
11.22,-0.01515,0.833
11.24,-0.01515,0.833
11.261,-0.01545,0.833
11.281,-0.01545,0.833
11.301,-0.01545,0.8325
11.32,-0.01515,0.833
11.341,-0.01545,0.833
11.361,-0.01545,0.833
11.381,-0.01545,0.833
11.4,-0.01515,0.8335
11.42,-0.01515,0.8335
11.44,-0.01515,0.833
11.461,-0.01545,0.833
11.481,-0.01545,0.833
11.501,-0.01545,0.833
11.52,-0.01545,0.833
11.54,-0.01545,0.833
11.56,-0.01515,0.833
11.58,-0.01515,0.833
11.6,-0.01515,0.833
11.62,-0.01515,0.833
11.64,-0.01515,0.833
11.66,-0.01515,0.833
11.68,-0.01515,0.833
11.7,-0.01515,0.833
11.719,-0.01515,0.833
11.74,-0.01515,0.833
11.76,-0.01515,0.833
11.78,-0.01515,0.833
11.8,-0.01515,0.833
11.822,-0.01545,0.833
11.84,-0.01515,0.833
11.86,-0.01515,0.833
11.879,-0.0153,0.833
11.9,-0.01515,0.833
11.92,-0.015,0.833
11.94,-0.01515,0.833
11.96,-0.01515,0.833
11.98,-0.01515,0.833
12,-0.015,0.833
12.019,-0.0153,0.833
12.041,-0.0153,0.8325
12.061,-0.0153,0.833
12.081,-0.0153,0.8325
12.101,-0.0153,0.833
12.121,-0.0153,0.833
12.141,-0.0153,0.833
12.161,-0.0153,0.833
12.181,-0.0153,0.8325
12.201,-0.0153,0.8325
12.22,-0.0153,0.8325
12.24,-0.0153,0.8325
12.26,-0.0153,0.8325
12.28,-0.01515,0.8325
12.3,-0.015,0.833
12.32,-0.01515,0.8325
12.34,-0.0153,0.833
12.36,-0.015,0.8325
12.38,-0.015,0.8325
12.4,-0.015,0.8325
12.42,-0.015,0.8325
12.44,-0.015,0.8325
12.46,-0.015,0.833
12.48,-0.015,0.833
12.5,-0.015,0.8325
12.52,-0.015,0.8325
12.54,-0.015,0.8325
12.561,-0.0153,0.8325
12.581,-0.0153,0.8325
12.601,-0.0153,0.8325
12.62,-0.015,0.8325
12.641,-0.01515,0.8325
12.661,-0.0153,0.8325
12.681,-0.0153,0.833
12.7,-0.015,0.8325
12.72,-0.015,0.8325
12.74,-0.015,0.8325
12.76,-0.015,0.8325
12.781,-0.01515,0.8325
12.801,-0.01515,0.833
12.821,-0.0153,0.833
12.841,-0.01515,0.8325
12.861,-0.0153,0.8325
12.881,-0.01515,0.8325
12.9,-0.01515,0.8325
12.921,-0.01515,0.8325
12.94,-0.01515,0.8325
12.96,-0.01515,0.8325
12.98,-0.015,0.8325
13,-0.015,0.8325
13.02,-0.015,0.8325
13.04,-0.015,0.8325
13.06,-0.015,0.8325
13.08,-0.015,0.8325
13.099,-0.015,0.8325
13.119,-0.01485,0.8325
13.14,-0.01515,0.8325
13.16,-0.015,0.8325
13.18,-0.01485,0.8325
13.2,-0.01485,0.8325
13.22,-0.015,0.8325
13.24,-0.01485,0.8325
13.259,-0.015,0.8325
13.28,-0.01485,0.8325
13.3,-0.015,0.8325
13.32,-0.01485,0.8325
13.34,-0.015,0.8325
13.36,-0.01485,0.832
13.381,-0.01515,0.832
13.401,-0.015,0.8325
13.42,-0.01485,0.8325
13.44,-0.01485,0.832
13.461,-0.015,0.832
13.481,-0.01515,0.8325
13.501,-0.015,0.8325
13.521,-0.015,0.8325
13.541,-0.015,0.8325
13.561,-0.015,0.8325
13.581,-0.015,0.832
13.601,-0.015,0.832
13.621,-0.015,0.8325
13.64,-0.01485,0.832
13.66,-0.01485,0.832
13.68,-0.01485,0.8325
13.7,-0.01485,0.8325
13.72,-0.01485,0.8325
13.74,-0.01485,0.8325
13.76,-0.01485,0.8325
13.779,-0.01485,0.8325
13.8,-0.01485,0.832
13.821,-0.015,0.832
13.841,-0.015,0.832
13.861,-0.015,0.8325
13.881,-0.015,0.8325
13.901,-0.015,0.8325
13.921,-0.01485,0.8325
13.941,-0.01485,0.832
13.961,-0.015,0.832
13.981,-0.015,0.8325
14,-0.0147,0.8325
14.021,-0.01485,0.8325
14.041,-0.01485,0.8325
14.061,-0.01485,0.832
14.081,-0.01485,0.8325
14.101,-0.01485,0.8325
14.121,-0.01485,0.832
14.141,-0.01485,0.832
14.16,-0.01485,0.832
14.18,-0.01485,0.832
14.2,-0.01485,0.832
14.22,-0.0147,0.832
14.24,-0.0147,0.832
14.26,-0.0147,0.8325
14.28,-0.0147,0.832
14.3,-0.0147,0.832
14.32,-0.0147,0.832
14.339,-0.01485,0.832
14.36,-0.0147,0.832
14.38,-0.0147,0.8315
14.4,-0.0147,0.832
14.419,-0.01485,0.832
14.44,-0.01455,0.832
14.46,-0.01455,0.832
14.48,-0.0147,0.832
14.501,-0.0147,0.832
14.521,-0.0147,0.832
14.541,-0.01485,0.832
14.561,-0.0147,0.832
14.581,-0.0147,0.832
14.601,-0.0147,0.832
14.621,-0.0147,0.832
14.64,-0.0147,0.832
14.66,-0.01455,0.832
14.68,-0.01455,0.8315
14.7,-0.01455,0.8315
14.72,-0.01455,0.8315
14.74,-0.01455,0.832
14.76,-0.01455,0.832
14.78,-0.01455,0.832
14.8,-0.01455,0.8315
14.82,-0.01455,0.832
14.84,-0.01455,0.8315
14.861,-0.01455,0.832
14.881,-0.0147,0.8315
14.901,-0.0147,0.8315
14.921,-0.01455,0.8315
14.941,-0.01455,0.8315
14.961,-0.0147,0.8315
14.981,-0.01455,0.8315
15.001,-0.01455,0.8315
15.021,-0.01455,0.8315
15.04,-0.01455,0.8315
15.06,-0.01455,0.832
15.08,-0.01455,0.832
15.1,-0.0144,0.832
15.12,-0.01455,0.8315
15.14,-0.0144,0.8315
15.16,-0.0144,0.8315
15.181,-0.01455,0.8315
15.201,-0.01455,0.832
15.221,-0.01455,0.832
15.241,-0.01455,0.832
15.261,-0.01455,0.832
15.281,-0.01455,0.832
15.301,-0.0144,0.8315
15.32,-0.01455,0.8315
15.34,-0.01455,0.832
15.36,-0.0147,0.832
15.381,-0.0144,0.832
15.401,-0.0144,0.832
15.421,-0.0144,0.832
15.441,-0.01455,0.832
15.461,-0.0144,0.832
15.48,-0.0144,0.832
15.5,-0.0144,0.832
15.52,-0.0144,0.832
15.54,-0.0144,0.832
15.56,-0.0144,0.8315
15.58,-0.0144,0.8315
15.6,-0.0144,0.8315
15.621,-0.0144,0.832
15.641,-0.0144,0.8315
15.661,-0.0144,0.8315
15.68,-0.0144,0.8315
15.7,-0.0144,0.8315
15.72,-0.0144,0.8315
15.74,-0.0144,0.831
15.76,-0.0144,0.8315
15.78,-0.0144,0.8315
15.8,-0.01425,0.8315
15.82,-0.01425,0.8315
15.839,-0.01425,0.8315
15.86,-0.01425,0.831
15.88,-0.01425,0.831
15.9,-0.01425,0.831
15.92,-0.0144,0.831
15.94,-0.01425,0.8315
15.96,-0.01425,0.8315
15.98,-0.01425,0.831
16,-0.01425,0.831
16.021,-0.01425,0.831
16.041,-0.01425,0.8315
16.061,-0.01425,0.8315
16.081,-0.01425,0.8315
16.101,-0.01425,0.8315
16.121,-0.01425,0.8315
16.141,-0.01425,0.8315
16.161,-0.01425,0.8315
16.18,-0.01425,0.8315
16.2,-0.0141,0.831
16.22,-0.0141,0.831
16.24,-0.01425,0.8315
16.26,-0.01425,0.831
16.28,-0.01425,0.831
16.3,-0.01425,0.831
16.32,-0.01425,0.831
16.341,-0.0141,0.831
16.361,-0.0144,0.8315
16.381,-0.0141,0.8315
16.401,-0.0141,0.8315
16.421,-0.0141,0.8315
16.441,-0.0141,0.8315
16.461,-0.0141,0.831
16.481,-0.0141,0.8315
16.501,-0.0141,0.8315
16.52,-0.0141,0.8315
16.541,-0.0141,0.8315
16.561,-0.0141,0.831
16.581,-0.0141,0.831
16.601,-0.0141,0.831
16.621,-0.0141,0.831
16.641,-0.0141,0.831
16.661,-0.0141,0.8315
16.68,-0.0141,0.8315
16.7,-0.0141,0.831
16.72,-0.0141,0.831
16.74,-0.0141,0.831
16.76,-0.0141,0.831
16.78,-0.0141,0.831
16.8,-0.0141,0.831
16.82,-0.0141,0.8305
16.839,-0.01425,0.831
16.86,-0.0141,0.831
16.88,-0.0141,0.8315
16.9,-0.0141,0.831
16.92,-0.0141,0.831
16.94,-0.0141,0.8315
16.96,-0.0141,0.8315
16.98,-0.0141,0.831
17.001,-0.01395,0.8315
17.021,-0.01395,0.8315
17.041,-0.01395,0.831
17.061,-0.01395,0.831
17.08,-0.01395,0.831
17.1,-0.01395,0.831
17.119,-0.0141,0.831
17.14,-0.01395,0.831
17.16,-0.01395,0.831
17.18,-0.01395,0.8305
17.201,-0.01395,0.831
17.221,-0.0138,0.831
17.241,-0.01395,0.831
17.261,-0.01395,0.8305
17.281,-0.0138,0.8305
17.301,-0.0138,0.8305
17.321,-0.01395,0.8305
17.341,-0.0138,0.8305
17.36,-0.0138,0.8305
17.379,-0.01395,0.8305
17.4,-0.01395,0.8305
17.42,-0.0138,0.8305
17.44,-0.0138,0.831
17.459,-0.01395,0.831
17.48,-0.0138,0.831
17.5,-0.0138,0.831
17.52,-0.0138,0.831
17.54,-0.01395,0.831
17.56,-0.01395,0.831
17.58,-0.0138,0.831
17.6,-0.01395,0.8305
17.621,-0.0138,0.831
17.64,-0.01365,0.831
17.66,-0.0138,0.831
17.68,-0.01365,0.831
17.7,-0.01365,0.831
17.72,-0.0138,0.8305
17.74,-0.0138,0.831
17.76,-0.0138,0.831
17.78,-0.0138,0.831
17.8,-0.0138,0.831
17.82,-0.0138,0.8305
17.84,-0.0138,0.8305
17.86,-0.0138,0.831
17.881,-0.01365,0.831
17.902,-0.0138,0.831
17.921,-0.01365,0.831
17.941,-0.01365,0.831
17.961,-0.01365,0.8305
17.981,-0.01365,0.8305
18.001,-0.01365,0.831
18.021,-0.01365,0.8305
18.04,-0.01365,0.8305
18.06,-0.01365,0.831
18.08,-0.0138,0.8305
18.1,-0.0135,0.8305
18.12,-0.01365,0.8305
18.14,-0.01365,0.8305
18.16,-0.01365,0.8305
18.18,-0.01365,0.8305
18.2,-0.01365,0.831
18.22,-0.01365,0.8305
18.24,-0.01365,0.8305
18.26,-0.01365,0.83
18.281,-0.0135,0.8305
18.301,-0.0135,0.8305
18.321,-0.0135,0.8305
18.341,-0.0135,0.8305
18.361,-0.0135,0.8305
18.381,-0.0135,0.8305
18.401,-0.0135,0.8305
18.42,-0.0135,0.83
18.44,-0.0135,0.83
18.46,-0.0135,0.83
18.48,-0.01365,0.8305
18.5,-0.01365,0.8305
18.521,-0.01335,0.8305
18.541,-0.01335,0.8305
18.56,-0.01335,0.8305
18.58,-0.01335,0.8305
18.6,-0.0135,0.8305
18.62,-0.01335,0.8305
18.64,-0.0135,0.8305
18.66,-0.0135,0.8305
18.679,-0.0135,0.8305
18.7,-0.0135,0.83
18.72,-0.0135,0.83
18.74,-0.0135,0.83
18.76,-0.0135,0.83
18.78,-0.0135,0.83
18.8,-0.01335,0.83
18.821,-0.01335,0.83
18.841,-0.0132,0.8305
18.861,-0.0132,0.8305
18.881,-0.0132,0.8305
18.901,-0.0132,0.83
18.921,-0.01335,0.83
18.941,-0.0132,0.83
18.96,-0.01335,0.83
18.98,-0.01335,0.83
19,-0.01335,0.83
19.021,-0.0132,0.83
19.041,-0.0132,0.83
19.06,-0.0132,0.83
19.08,-0.0132,0.83
19.1,-0.01335,0.83
19.122,-0.01335,0.83
19.14,-0.01335,0.83
19.16,-0.01335,0.83
19.18,-0.01335,0.83
19.2,-0.01335,0.83
19.221,-0.0132,0.83
19.241,-0.0132,0.83
19.261,-0.0132,0.83
19.28,-0.0132,0.83
19.3,-0.0132,0.83
19.32,-0.01335,0.83
19.342,-0.01335,0.83
19.36,-0.0132,0.83
19.38,-0.0132,0.83
19.4,-0.0132,0.8295
