Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
1.76,-0.009,0.12195
1.781,-0.0087,0.1221
1.801,-0.0087,0.12225
1.821,-0.0087,0.12225
1.841,-0.0087,0.1221
1.861,-0.0087,0.12225
1.881,-0.0087,0.12225
1.901,-0.0087,0.12225
1.921,-0.0087,0.12225
1.94,-0.009,0.12225
1.961,-0.0084,0.1221
1.98,-0.009,0.1221
2,-0.009,0.12195
2.02,-0.009,0.1221
2.04,-0.009,0.12195
2.06,-0.009,0.12195
2.08,-0.009,0.12195
2.1,-0.009,0.1221
2.12,-0.009,0.12195
2.14,-0.009,0.12195
2.16,-0.009,0.12195
2.181,-0.00855,0.12195
2.201,-0.00855,0.1221
2.221,-0.0087,0.1221
2.241,-0.00855,0.1221
2.261,-0.0087,0.1221
2.28,-0.009,0.12225
2.3,-0.009,0.1224
2.32,-0.009,0.12255
2.34,-0.009,0.1224
2.361,-0.00855,0.12225
2.381,-0.0087,0.1224
2.401,-0.0087,0.1224
2.421,-0.00855,0.12225
2.441,-0.00855,0.1221
2.46,-0.00855,0.12225
2.48,-0.0087,0.12225
2.5,-0.009,0.12225
2.52,-0.009,0.12225
2.54,-0.009,0.1221
2.56,-0.009,0.1221
2.58,-0.009,0.12225
2.6,-0.009,0.12225
2.619,-0.00915,0.12225
2.64,-0.009,0.1224
2.661,-0.0087,0.1224
2.681,-0.0087,0.12255
2.7,-0.009,0.12255
2.721,-0.0087,0.12255
2.741,-0.00855,0.12255
2.761,-0.0087,0.1227
2.781,-0.00855,0.1227
2.8,-0.009,0.12255
2.821,-0.00855,0.12255
2.841,-0.0087,0.1227
2.861,-0.00855,0.12285
2.881,-0.0087,0.12255
2.901,-0.00855,0.1227
2.921,-0.00855,0.1227
2.941,-0.00855,0.12285
2.96,-0.00855,0.12255
2.98,-0.00855,0.1227
3,-0.00855,0.1227
3.02,-0.00885,0.1227
3.04,-0.00885,0.12285
3.06,-0.00885,0.12255
3.081,-0.00855,0.1227
3.101,-0.00855,0.12285
3.121,-0.00855,0.12285
3.14,-0.00885,0.1227
3.161,-0.00855,0.1227
3.18,-0.00885,0.12285
3.2,-0.00885,0.12285
3.22,-0.00885,0.1227
3.24,-0.00885,0.1227
3.26,-0.00885,0.12255
3.28,-0.00885,0.1227
3.3,-0.00885,0.1227
3.32,-0.00885,0.12255
3.341,-0.00855,0.12255
3.361,-0.00855,0.12285
3.38,-0.00885,0.12315
3.401,-0.00855,0.12285
3.421,-0.00855,0.12255
3.441,-0.00855,0.1224
3.461,-0.00855,0.12255
3.481,-0.00855,0.1227
3.5,-0.00885,0.12255
3.521,-0.00855,0.12255
3.541,-0.00855,0.1224
3.561,-0.00855,0.1224
3.58,-0.00885,0.1227
3.6,-0.00885,0.12285
3.621,-0.00855,0.1227
3.64,-0.00855,0.12285
3.66,-0.00885,0.1227
3.68,-0.00885,0.12255
3.7,-0.00885,0.1227
3.72,-0.00885,0.12255
3.74,-0.00885,0.1224
3.76,-0.00885,0.1227
3.779,-0.009,0.1227
3.8,-0.00885,0.12255
3.82,-0.00885,0.12255
3.84,-0.00885,0.1224
3.86,-0.00885,0.1224
3.881,-0.00855,0.12195
3.901,-0.00855,0.12195
3.921,-0.00855,0.1221
3.94,-0.00885,0.12225
3.96,-0.00885,0.1224
3.98,-0.00885,0.12225
4,-0.00855,0.12225
4.02,-0.00885,0.1224
4.04,-0.00885,0.1224
4.06,-0.00885,0.1224
4.081,-0.00855,0.1224
4.101,-0.00855,0.1224
4.12,-0.00855,0.12255
4.14,-0.00885,0.12255
4.16,-0.00885,0.12255
4.18,-0.00885,0.12225
4.199,-0.009,0.12225
4.22,-0.0087,0.1224
4.24,-0.00885,0.12255
4.26,-0.00885,0.12255
4.28,-0.0087,0.12225
4.3,-0.00885,0.12225
4.32,-0.00855,0.1224
4.34,-0.0087,0.1227
4.36,-0.00885,0.1227
4.38,-0.00885,0.12285
4.401,-0.00855,0.12285
4.421,-0.00855,0.12285
4.44,-0.00885,0.12285
4.46,-0.00885,0.1227
4.48,-0.00855,0.123
4.5,-0.00855,0.12285
4.52,-0.0087,0.123
4.54,-0.0087,0.12285
4.559,-0.009,0.123
4.58,-0.00885,0.1227
4.6,-0.0087,0.1227
4.62,-0.00885,0.12285
4.64,-0.0087,0.12285
4.66,-0.00885,0.12285
4.681,-0.00855,0.12285
4.701,-0.00855,0.12285
4.721,-0.00855,0.12285
4.741,-0.00855,0.12285
4.761,-0.00855,0.12255
4.781,-0.00855,0.12255
4.801,-0.00855,0.1224
4.82,-0.00885,0.1227
4.841,-0.00855,0.1227
4.861,-0.00855,0.12285
4.881,-0.00855,0.123
4.9,-0.00885,0.123
4.92,-0.0087,0.12285
4.942,-0.0084,0.123
4.96,-0.00885,0.1227
4.98,-0.0087,0.12255
5.001,-0.00855,0.12255
5.021,-0.00855,0.12225
5.041,-0.00855,0.1224
5.061,-0.00855,0.12255
5.08,-0.00885,0.1227
5.101,-0.00855,0.12255
5.121,-0.00855,0.1227
5.141,-0.00855,0.12285
5.16,-0.0087,0.12285
5.18,-0.0087,0.1227
5.2,-0.00885,0.12255
5.22,-0.0087,0.12285
5.24,-0.00885,0.12285
5.26,-0.0087,0.1227
5.281,-0.00855,0.1227
5.301,-0.00855,0.12285
5.321,-0.00855,0.12285
5.34,-0.00855,0.12255
5.36,-0.0087,0.1227
5.38,-0.0087,0.12285
5.4,-0.00885,0.12255
5.42,-0.0087,0.1227
5.441,-0.00855,0.12285
5.46,-0.0084,0.1227
5.48,-0.0087,0.1227
5.5,-0.0087,0.12255
5.52,-0.0087,0.1224
5.54,-0.0087,0.1224
5.56,-0.0087,0.1224
5.58,-0.0087,0.1224
5.599,-0.00885,0.12225
5.62,-0.0087,0.1221
5.641,-0.00855,0.12195
5.661,-0.00855,0.12195
5.681,-0.00855,0.12195
5.7,-0.0087,0.1218
5.72,-0.0087,0.1218
5.74,-0.0087,0.1218
5.76,-0.0087,0.12165
5.78,-0.0087,0.1215
5.8,-0.0087,0.12135
5.819,-0.009,0.12135
5.84,-0.0087,0.12135
5.859,-0.00885,0.12135
5.88,-0.0087,0.12105
5.901,-0.0084,0.12105
5.921,-0.00855,0.1209
5.941,-0.0084,0.1209
5.96,-0.0087,0.1209
5.98,-0.0087,0.1209
6,-0.0087,0.1206
6.02,-0.0087,0.1206
6.04,-0.0087,0.1206
6.061,-0.00855,0.12045
6.08,-0.00855,0.12045
6.1,-0.0084,0.12045
6.12,-0.0087,0.12045
6.139,-0.009,0.1203
6.161,-0.0084,0.11985
6.181,-0.0084,0.11985
6.201,-0.0084,0.1197
6.221,-0.0084,0.1197
6.24,-0.0087,0.1197
6.261,-0.0084,0.11955
6.281,-0.00855,0.11955
6.301,-0.0084,0.11925
6.32,-0.0087,0.1191
6.341,-0.0084,0.1191
6.36,-0.0087,0.11925
6.381,-0.0084,0.11895
6.401,-0.0084,0.11895
6.421,-0.0084,0.11925
6.441,-0.0084,0.11925
6.461,-0.0084,0.11925
6.481,-0.00855,0.1191
6.501,-0.0084,0.11895
6.52,-0.0087,0.11895
6.541,-0.0084,0.1188
6.561,-0.0084,0.11865
6.581,-0.0084,0.11865
6.601,-0.0084,0.11835
6.62,-0.0084,0.1182
6.64,-0.0087,0.11835
6.66,-0.0087,0.1185
6.68,-0.0087,0.1185
6.7,-0.0087,0.11865
6.721,-0.0084,0.1185
6.741,-0.0084,0.11835
6.761,-0.0084,0.11835
6.78,-0.0087,0.11835
6.8,-0.0087,0.11805
6.82,-0.0087,0.11805
6.84,-0.0087,0.11805
6.859,-0.00885,0.1179
6.88,-0.0087,0.11775
6.9,-0.0087,0.1179
6.92,-0.0087,0.1179
6.94,-0.0087,0.1179
6.96,-0.0087,0.1179
6.981,-0.0084,0.11805
7.001,-0.0084,0.11775
7.021,-0.0084,0.1179
7.04,-0.0087,0.1179
7.06,-0.0087,0.11775
7.081,-0.0084,0.1176
7.101,-0.00825,0.11775
7.121,-0.00825,0.11775
7.141,-0.00825,0.11775
7.161,-0.0084,0.1179
7.181,-0.00825,0.1179
7.201,-0.00855,0.11775
7.221,-0.0084,0.11775
7.241,-0.00855,0.1179
7.26,-0.00855,0.11805
7.28,-0.0087,0.1179
7.3,-0.00885,0.1176
7.32,-0.0087,0.11745
7.34,-0.00885,0.1176
7.36,-0.0087,0.11805
7.381,-0.00855,0.11805
7.4,-0.0087,0.1179
7.42,-0.00855,0.1176
7.44,-0.0087,0.11745
7.46,-0.0087,0.11745
7.48,-0.0087,0.1176
7.501,-0.0084,0.11775
7.521,-0.00855,0.11775
7.541,-0.00855,0.11805
7.561,-0.0084,0.11775
7.581,-0.00855,0.11775
7.601,-0.0084,0.1176
7.621,-0.00855,0.1176
7.64,-0.00855,0.11775
7.66,-0.0087,0.1179
7.68,-0.0087,0.1179
7.7,-0.0087,0.11775
7.721,-0.00855,0.1176
7.74,-0.0087,0.1176
7.76,-0.0087,0.1176
7.78,-0.0087,0.1176
7.8,-0.00885,0.1176
7.821,-0.00855,0.11745
7.841,-0.00855,0.11745
7.861,-0.00855,0.1176
7.881,-0.00855,0.1176
7.901,-0.0084,0.11745
7.92,-0.0087,0.11745
7.941,-0.0084,0.11745
7.96,-0.0087,0.11745
7.981,-0.0084,0.11745
8.001,-0.0084,0.1176
8.021,-0.0084,0.11745
8.041,-0.0084,0.1176
8.061,-0.0084,0.11775
8.081,-0.0084,0.1176
8.1,-0.0087,0.11745
8.12,-0.0087,0.1176
8.14,-0.0087,0.1176
8.161,-0.0084,0.1176
8.18,-0.0087,0.11745
8.2,-0.0087,0.1173
8.221,-0.00855,0.1173
8.241,-0.0084,0.1173
8.261,-0.00855,0.1173
8.281,-0.00855,0.1173
8.301,-0.00855,0.11715
8.321,-0.00855,0.11715
8.341,-0.00855,0.1173
8.36,-0.0087,0.1173
8.381,-0.00855,0.1173
8.401,-0.00855,0.11745
8.421,-0.00855,0.1179
8.44,-0.0087,0.11745
8.46,-0.0087,0.11745
8.48,-0.0087,0.11745
8.5,-0.00885,0.11745
8.52,-0.00885,0.1176
8.54,-0.0087,0.11745
8.561,-0.00855,0.1176
8.581,-0.00855,0.11775
8.601,-0.00855,0.11775
8.62,-0.00885,0.1176
8.641,-0.0084,0.1173
8.661,-0.00855,0.11715
8.681,-0.00855,0.1173
8.7,-0.00885,0.11745
8.721,-0.00855,0.11745
8.741,-0.00855,0.11775
8.761,-0.00855,0.1179
8.781,-0.00855,0.1179
8.8,-0.00885,0.1176
8.82,-0.00885,0.11745
8.84,-0.00885,0.1173
8.86,-0.00885,0.1173
8.879,-0.009,0.11745
8.9,-0.0087,0.11745
8.92,-0.0087,0.11745
8.94,-0.0087,0.1173
8.96,-0.00885,0.11745
8.98,-0.00885,0.11745
9,-0.00885,0.11745
9.02,-0.00885,0.1176
9.04,-0.0087,0.11745
9.06,-0.0087,0.11745
9.08,-0.0087,0.11775
9.101,-0.00855,0.1179
9.121,-0.00855,0.1179
9.141,-0.00855,0.1176
9.161,-0.00855,0.1176
9.181,-0.00855,0.11745
9.201,-0.00855,0.1173
9.221,-0.00855,0.1173
9.24,-0.0087,0.11775
9.26,-0.0087,0.1179
9.28,-0.0087,0.11775
9.3,-0.0087,0.11745
9.32,-0.0087,0.11745
9.341,-0.00855,0.1176
9.361,-0.00855,0.11745
9.381,-0.00855,0.11775
9.401,-0.00855,0.11805
9.421,-0.00855,0.1182
9.441,-0.0084,0.11835
9.46,-0.00855,0.11835
9.48,-0.00855,0.11805
9.5,-0.00885,0.1179
9.521,-0.00855,0.11775
9.541,-0.00855,0.1179
9.561,-0.00855,0.1179
9.581,-0.00855,0.1179
9.601,-0.00855,0.11805
9.621,-0.00855,0.1179
9.64,-0.0084,0.1176
9.66,-0.00825,0.11745
9.679,-0.00915,0.1176
9.7,-0.00885,0.1179
9.72,-0.0087,0.1179
9.74,-0.0087,0.1179
9.759,-0.009,0.1179
9.781,-0.00855,0.11775
9.8,-0.0087,0.1176
9.82,-0.00885,0.11745
9.84,-0.0087,0.11715
9.86,-0.00885,0.11745
9.88,-0.0087,0.1176
9.901,-0.00855,0.11775
9.92,-0.0087,0.1179
9.94,-0.0087,0.1179
9.961,-0.0084,0.11775
9.981,-0.00855,0.11775
10,-0.0087,0.11775
10.02,-0.0087,0.1179
10.04,-0.0087,0.1179
10.06,-0.0087,0.1179
10.08,-0.00885,0.11805
10.1,-0.0087,0.11805
10.121,-0.00855,0.11805
10.14,-0.00885,0.11805
10.16,-0.00885,0.11805
10.181,-0.00855,0.11775
10.201,-0.00855,0.11775
10.221,-0.00855,0.1176
10.241,-0.00855,0.11775
10.26,-0.00885,0.1176
10.281,-0.00855,0.11745
10.301,-0.00855,0.11745
10.321,-0.00855,0.1176
10.34,-0.0087,0.1176
10.361,-0.00855,0.1176
10.38,-0.0087,0.11745
10.4,-0.0087,0.1173
10.42,-0.0087,0.1173
10.439,-0.0087,0.1173
10.46,-0.00855,0.11745
10.48,-0.00855,0.11745
10.5,-0.0087,0.1173
10.52,-0.0087,0.11745
10.541,-0.00855,0.11745
10.561,-0.00855,0.1173
10.581,-0.00855,0.11745
10.601,-0.00855,0.11745
10.621,-0.00855,0.11745
10.641,-0.00855,0.1173
10.661,-0.00855,0.11745
10.681,-0.00855,0.1176
10.7,-0.0087,0.1176
10.721,-0.00855,0.1176
10.741,-0.00855,0.11745
10.76,-0.00855,0.1176
10.78,-0.0087,0.11775
10.8,-0.0087,0.11775
10.82,-0.0087,0.1176
10.84,-0.0087,0.1176
10.86,-0.0087,0.11775
10.879,-0.00915,0.1179
10.9,-0.0087,0.11775
10.92,-0.0087,0.1179
10.94,-0.0087,0.11775
10.96,-0.0087,0.1176
10.981,-0.00855,0.11745
11.001,-0.00855,0.1176
11.021,-0.00855,0.11745
11.04,-0.0087,0.11745
11.061,-0.00855,0.11745
11.081,-0.00855,0.1176
11.101,-0.00855,0.1176
11.121,-0.00855,0.11775
11.141,-0.00855,0.1179
11.161,-0.00855,0.11805
11.18,-0.00855,0.11805
11.2,-0.0087,0.1182
11.22,-0.00885,0.11805
11.24,-0.0087,0.11775
11.26,-0.0087,0.1179
11.28,-0.0087,0.1179
11.3,-0.0087,0.11775
11.321,-0.00855,0.1179
11.341,-0.00855,0.11805
11.361,-0.00855,0.1179
11.381,-0.00855,0.11805
11.401,-0.00855,0.1182
11.421,-0.00855,0.11805
11.44,-0.00855,0.1179
11.46,-0.00885,0.11775
11.48,-0.0087,0.1179
11.5,-0.0087,0.1179
11.52,-0.0087,0.1179
11.54,-0.0087,0.11805
11.56,-0.0087,0.1182
11.58,-0.0087,0.1179
11.601,-0.00855,0.1179
11.621,-0.00855,0.1179
11.641,-0.0084,0.11805
11.661,-0.00855,0.1179
11.681,-0.00855,0.1179
11.701,-0.00855,0.11805
11.721,-0.00855,0.1179
11.74,-0.0087,0.11775
11.76,-0.0087,0.1176
11.78,-0.0087,0.1176
11.8,-0.0087,0.1176
11.82,-0.0087,0.11775
11.839,-0.00915,0.11775
11.86,-0.0087,0.11775
11.88,-0.0087,0.1179
11.9,-0.0087,0.11775
11.92,-0.0087,0.1179
11.941,-0.00855,0.11775
11.961,-0.00855,0.1176
11.981,-0.00855,0.11775
12.001,-0.0084,0.11775
12.02,-0.0087,0.1176
12.04,-0.0087,0.11775
12.061,-0.00855,0.11775
12.08,-0.0087,0.11775
12.1,-0.0087,0.1176
12.121,-0.00855,0.11775
12.141,-0.00855,0.11775
12.161,-0.00855,0.11775
12.181,-0.00855,0.1179
12.201,-0.00855,0.11805
12.22,-0.0084,0.1179
12.24,-0.0087,0.11775
12.26,-0.0087,0.1176
12.28,-0.0087,0.11775
12.301,-0.00855,0.11775
12.321,-0.00855,0.11775
12.341,-0.00855,0.1179
12.36,-0.0087,0.11805
12.38,-0.0087,0.11805
12.4,-0.0087,0.11805
12.42,-0.0087,0.1179
12.44,-0.0087,0.1179
12.46,-0.0087,0.1179
12.48,-0.00855,0.11805
12.5,-0.0087,0.11805
12.52,-0.0087,0.11805
12.54,-0.0087,0.1179
12.561,-0.00855,0.1179
12.581,-0.00855,0.11805
12.601,-0.00855,0.11805
12.62,-0.0087,0.11805
12.64,-0.0087,0.1182
12.661,-0.00855,0.1179
12.681,-0.00855,0.11805
12.701,-0.0084,0.1179
12.721,-0.00855,0.1179
12.741,-0.00855,0.11775
12.761,-0.00855,0.11775
12.781,-0.00855,0.1179
12.8,-0.00855,0.11805
12.82,-0.0087,0.1182
12.84,-0.0087,0.11805
12.86,-0.0087,0.1179
12.88,-0.0087,0.1179
12.899,-0.00915,0.11805
12.92,-0.0087,0.11805
12.94,-0.0087,0.11805
12.96,-0.0087,0.1182
12.98,-0.0087,0.11805
13,-0.0087,0.11775
13.02,-0.00855,0.1176
13.04,-0.00885,0.11775
13.059,-0.0087,0.1176
13.08,-0.0087,0.1176
13.1,-0.0087,0.1176
13.12,-0.0087,0.1176
13.14,-0.0087,0.11775
13.161,-0.00855,0.1176
13.181,-0.00855,0.1176
13.201,-0.00855,0.11775
13.22,-0.00885,0.1176
13.24,-0.0087,0.11745
13.26,-0.0087,0.11745
13.279,-0.00915,0.1173
13.3,-0.0087,0.1173
13.32,-0.0087,0.11745
13.34,-0.0087,0.11745
13.359,-0.00915,0.1176
13.38,-0.0087,0.11775
13.4,-0.0087,0.11775
13.42,-0.0087,0.1176
13.439,-0.009,0.11775
13.46,-0.0087,0.1176
13.48,-0.0087,0.11745
13.5,-0.00885,0.11745
13.52,-0.00885,0.1173
13.539,-0.009,0.11745
13.56,-0.0087,0.11745
13.58,-0.0087,0.11775
13.6,-0.0087,0.11805
13.62,-0.0087,0.11775
13.64,-0.00885,0.11745
13.66,-0.00885,0.11745
13.68,-0.00885,0.11745
13.701,-0.00855,0.1176
13.721,-0.00855,0.11775
13.741,-0.00855,0.11775
13.761,-0.00855,0.11775
13.78,-0.0087,0.11745
13.801,-0.00855,0.11745
13.821,-0.00855,0.11745
13.841,-0.00855,0.1176
13.86,-0.0087,0.1176
13.881,-0.00855,0.11775
13.901,-0.00855,0.1179
13.921,-0.00855,0.11775
13.941,-0.00855,0.11775
13.96,-0.00855,0.1176
13.98,-0.00885,0.1173
14,-0.0087,0.1173
14.02,-0.00885,0.1176
14.039,-0.00885,0.1173
14.06,-0.00885,0.1173
14.08,-0.00885,0.11745
14.1,-0.0087,0.11745
14.12,-0.0087,0.1173
14.141,-0.00855,0.11745
14.161,-0.00855,0.11745
14.181,-0.00855,0.1176
14.201,-0.00855,0.11775
14.221,-0.00855,0.11775
14.241,-0.00855,0.1179
14.261,-0.00855,0.11775
14.281,-0.00855,0.11775
14.3,-0.0087,0.11775
14.32,-0.00855,0.11775
14.34,-0.0087,0.11775
14.36,-0.00885,0.1179
14.38,-0.00885,0.11775
14.4,-0.0087,0.11775
14.42,-0.0087,0.1179
14.44,-0.0087,0.11775
14.46,-0.0087,0.1176
14.481,-0.00855,0.11775
14.501,-0.00855,0.1176
14.521,-0.00855,0.1176
14.541,-0.00855,0.1176
14.56,-0.00885,0.11775
14.581,-0.00855,0.11775
14.601,-0.00855,0.1179
14.621,-0.00855,0.1179
14.641,-0.00855,0.1179
14.66,-0.00855,0.1179
14.68,-0.00885,0.1179
14.7,-0.00885,0.11805
14.72,-0.0087,0.1179
14.741,-0.00855,0.11775
14.761,-0.00855,0.1179
14.781,-0.00855,0.11805
14.801,-0.00855,0.1182
14.82,-0.0087,0.1182
14.841,-0.00855,0.11835
14.861,-0.00855,0.1182
14.881,-0.00855,0.1182
14.9,-0.00885,0.11835
14.92,-0.00885,0.1182
14.94,-0.00885,0.1182
14.961,-0.00855,0.1182
14.98,-0.0087,0.11805
15,-0.00885,0.1182
15.021,-0.00855,0.1182
15.041,-0.00855,0.11805
15.06,-0.00855,0.11805
15.08,-0.00885,0.11805
15.101,-0.00855,0.11805
15.121,-0.00855,0.11805
15.141,-0.00855,0.11805
15.161,-0.00855,0.1179
15.181,-0.0084,0.1179
15.201,-0.00855,0.11805
15.22,-0.00855,0.1179
15.24,-0.00855,0.11805
15.26,-0.00885,0.11805
15.28,-0.00885,0.1179
15.3,-0.0087,0.11805
15.32,-0.00885,0.11805
15.34,-0.00885,0.1179
15.361,-0.00855,0.1179
15.381,-0.00855,0.1179
15.401,-0.00855,0.1179
15.421,-0.00855,0.1179
15.44,-0.00855,0.1179
15.46,-0.0087,0.11775
15.48,-0.00885,0.1179
15.5,-0.00885,0.1179
15.52,-0.00885,0.11775
15.54,-0.00855,0.1176
15.56,-0.0087,0.11775
15.58,-0.0087,0.1176
15.599,-0.00915,0.1176
15.62,-0.00855,0.11745
15.64,-0.00855,0.11745
15.66,-0.00885,0.1176
15.68,-0.00885,0.11745
15.7,-0.0087,0.11745
15.721,-0.00855,0.11745
15.74,-0.00855,0.1173
15.76,-0.00855,0.1173
15.78,-0.0087,0.11745
15.8,-0.0087,0.1176
15.82,-0.0087,0.1176
15.84,-0.0087,0.11745
15.861,-0.00855,0.11775
15.879,-0.00915,0.1179
15.9,-0.0087,0.1179
15.92,-0.00885,0.11805
15.94,-0.0087,0.1179
15.96,-0.00885,0.11775
15.98,-0.0087,0.11805
16,-0.00885,0.11805
16.02,-0.00885,0.1179
16.04,-0.00885,0.11805
16.061,-0.00855,0.11805
16.081,-0.00855,0.1179
16.101,-0.00855,0.1182
16.121,-0.00855,0.11805
16.14,-0.0087,0.1179
16.161,-0.00855,0.11775
16.181,-0.00855,0.11805
16.2,-0.00855,0.11805
16.22,-0.0087,0.11775
16.24,-0.00885,0.11775
16.26,-0.00885,0.11775
16.28,-0.00885,0.11775
16.3,-0.00885,0.11775
16.321,-0.00855,0.1179
16.341,-0.00855,0.11805
16.361,-0.00855,0.11805
16.381,-0.00855,0.1182
16.4,-0.00885,0.1182
16.42,-0.00885,0.11805
16.44,-0.00885,0.11805
16.461,-0.00855,0.11805
16.481,-0.00855,0.11805
16.501,-0.00855,0.1176
16.521,-0.00855,0.11745
16.541,-0.00855,0.11775
16.561,-0.00855,0.11775
16.58,-0.00885,0.1176
16.6,-0.00885,0.1176
16.62,-0.00885,0.1176
16.64,-0.00885,0.1176
16.66,-0.00885,0.11775
16.681,-0.00855,0.1179
16.701,-0.00855,0.11775
16.721,-0.00855,0.11745
16.74,-0.00885,0.1176
16.76,-0.00885,0.1176
16.78,-0.00885,0.1176
16.8,-0.00885,0.1176
16.82,-0.00885,0.11775
16.841,-0.00855,0.11775
16.861,-0.0087,0.1176
16.881,-0.00855,0.1176
16.901,-0.0087,0.1176
16.921,-0.00855,0.11775
16.94,-0.00885,0.11745
16.96,-0.00885,0.11745
16.98,-0.0087,0.11745
17,-0.00885,0.1176
17.019,-0.00885,0.1179
17.04,-0.00885,0.11775
17.06,-0.00885,0.1179
17.08,-0.00885,0.1179
17.1,-0.00885,0.11805
17.121,-0.00855,0.11805
17.141,-0.00855,0.1179
17.161,-0.00855,0.1179
17.181,-0.0087,0.11775
17.2,-0.00885,0.11775
17.22,-0.00885,0.11805
17.24,-0.00885,0.1179
17.26,-0.00885,0.11775
17.28,-0.00885,0.1179
17.301,-0.00855,0.1179
17.321,-0.0087,0.1176
17.341,-0.00855,0.11775
17.36,-0.00885,0.1179
17.381,-0.00855,0.11775
17.401,-0.0087,0.11805
17.421,-0.0087,0.1179
17.441,-0.0087,0.11775
17.46,-0.00885,0.1176
17.48,-0.00885,0.11775
17.5,-0.00885,0.1179
17.52,-0.00885,0.11805
17.54,-0.0087,0.1182
17.56,-0.00885,0.1182
17.58,-0.009,0.11805
17.6,-0.009,0.1179
17.62,-0.00885,0.11775
17.64,-0.00885,0.1179
17.66,-0.009,0.11805
17.681,-0.0087,0.1179
17.701,-0.0087,0.11775
17.72,-0.009,0.1176
17.74,-0.009,0.11775
17.76,-0.009,0.1179
17.781,-0.0087,0.1176
17.801,-0.0087,0.1176
17.821,-0.0087,0.1176
17.841,-0.0087,0.11775
17.861,-0.0087,0.1179
17.881,-0.0087,0.11775
17.9,-0.009,0.1179
17.921,-0.0087,0.1179
17.941,-0.0087,0.1179
17.96,-0.0087,0.1182
17.98,-0.009,0.11805
18.001,-0.0087,0.1179
18.02,-0.009,0.11775
18.04,-0.009,0.1179
18.06,-0.009,0.11775
18.08,-0.009,0.1176
18.1,-0.009,0.1176
18.12,-0.009,0.1176
18.14,-0.009,0.1176
18.16,-0.009,0.1176
18.18,-0.0087,0.1176
18.201,-0.0087,0.11775
18.22,-0.0087,0.11805
18.24,-0.009,0.11775
18.26,-0.009,0.11775
18.28,-0.009,0.1176
18.3,-0.009,0.11745
18.32,-0.009,0.11745
18.339,-0.00915,0.11745
18.36,-0.009,0.1176
18.38,-0.009,0.11745
18.401,-0.0087,0.1176
18.42,-0.009,0.1179
18.44,-0.009,0.1179
18.461,-0.0087,0.1179
18.481,-0.0087,0.1179
18.501,-0.0087,0.1179
18.521,-0.0087,0.1179
18.541,-0.00885,0.11805
18.561,-0.0087,0.1179
18.581,-0.0087,0.1179
18.6,-0.009,0.1179
18.621,-0.0087,0.1176
18.641,-0.0087,0.11775
18.661,-0.0087,0.11775
18.68,-0.0087,0.11775
18.7,-0.009,0.1179
