Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
5.9,-0.00975,0.1194
5.92,-0.00975,0.1194
5.941,-0.0099,0.1194
5.961,-0.0099,0.1191
5.981,-0.0099,0.11895
6.001,-0.0099,0.1191
6.021,-0.0099,0.1191
6.041,-0.0099,0.1191
6.061,-0.0099,0.1191
6.081,-0.0099,0.11925
6.1,-0.00975,0.11925
6.12,-0.00975,0.11925
6.141,-0.0099,0.1194
6.161,-0.0099,0.1194
6.181,-0.0099,0.11925
6.201,-0.0099,0.1191
6.221,-0.0099,0.11925
6.241,-0.00975,0.1194
6.26,-0.01035,0.11955
6.281,-0.0099,0.11955
6.301,-0.00975,0.11955
6.321,-0.00975,0.1197
6.341,-0.00975,0.11985
6.361,-0.0099,0.11985
6.381,-0.0099,0.12
6.401,-0.0099,0.11985
6.421,-0.0099,0.11985
6.44,-0.0096,0.12015
6.461,-0.00975,0.12
6.481,-0.0102,0.12015
6.501,-0.00975,0.12015
6.521,-0.00975,0.11985
6.541,-0.00975,0.11985
6.56,-0.0096,0.12
6.58,-0.0096,0.12
6.6,-0.0096,0.12
6.619,-0.0096,0.12015
6.64,-0.00975,0.12015
6.66,-0.0096,0.12015
6.68,-0.0096,0.12015
6.7,-0.0096,0.12
6.721,-0.00975,0.12
6.741,-0.0099,0.12
6.761,-0.00975,0.11985
6.781,-0.00975,0.11985
6.801,-0.0096,0.1197
6.82,-0.0096,0.1197
6.84,-0.0096,0.11955
6.86,-0.0096,0.11985
6.88,-0.0096,0.1197
6.901,-0.0096,0.11985
6.921,-0.0096,0.12
6.94,-0.0096,0.11985
6.96,-0.00945,0.11985
6.98,-0.0096,0.1197
7,-0.0096,0.12
7.02,-0.0096,0.12015
7.04,-0.0096,0.1203
7.062,-0.01005,0.12045
7.081,-0.0096,0.12015
7.101,-0.00975,0.12015
7.121,-0.0096,0.12015
7.14,-0.00945,0.1203
7.161,-0.0096,0.1203
7.18,-0.0096,0.1203
7.2,-0.0096,0.12
7.22,-0.0096,0.12
7.24,-0.0096,0.12015
7.26,-0.0096,0.12
7.28,-0.0096,0.11985
7.301,-0.00975,0.1197
7.321,-0.00975,0.1197
7.341,-0.00975,0.11955
7.361,-0.00975,0.11985
7.381,-0.00975,0.12
7.401,-0.0099,0.1197
7.421,-0.00975,0.1197
7.441,-0.00975,0.1197
7.461,-0.00975,0.11985
7.481,-0.00975,0.11985
7.501,-0.0096,0.1197
7.521,-0.00945,0.1197
7.54,-0.00945,0.1197
7.56,-0.00945,0.11955
7.58,-0.00945,0.11955
7.6,-0.00945,0.11985
7.62,-0.00945,0.1197
7.641,-0.0096,0.1197
7.661,-0.0096,0.11955
7.681,-0.00975,0.1197
7.701,-0.00975,0.1197
7.721,-0.0096,0.11985
7.741,-0.0096,0.12
7.761,-0.0096,0.12
7.781,-0.00975,0.11985
7.801,-0.0096,0.1197
7.82,-0.00945,0.1197
7.84,-0.00945,0.12
7.861,-0.0096,0.11985
7.881,-0.0096,0.11985
7.901,-0.0096,0.11985
7.921,-0.0096,0.11985
7.941,-0.0096,0.12
7.961,-0.0096,0.12
7.981,-0.0096,0.12
8,-0.00945,0.12
8.02,-0.00945,0.12
8.04,-0.0093,0.12015
8.06,-0.0093,0.11985
8.08,-0.0093,0.11955
8.101,-0.00945,0.1194
8.121,-0.00945,0.11955
8.14,-0.00945,0.1194
8.16,-0.00945,0.1197
8.181,-0.0096,0.11955
8.201,-0.0096,0.1194
8.221,-0.00945,0.1194
8.241,-0.0096,0.1197
8.261,-0.0096,0.1197
8.281,-0.0096,0.11955
8.301,-0.0096,0.1197
8.321,-0.0096,0.1197
8.341,-0.0096,0.11955
8.361,-0.0096,0.11955
8.381,-0.00945,0.1197
8.401,-0.00945,0.1197
8.42,-0.0093,0.11955
8.441,-0.00945,0.11955
8.46,-0.00945,0.11955
8.48,-0.00945,0.1194
8.5,-0.00945,0.11955
8.52,-0.00945,0.1194
8.54,-0.00975,0.1197
8.561,-0.0096,0.12
8.58,-0.00945,0.12
8.599,-0.0093,0.11985
8.62,-0.00945,0.1197
8.641,-0.00945,0.11985
8.661,-0.00945,0.12
8.68,-0.00945,0.11985
8.701,-0.0096,0.11985
8.721,-0.0096,0.11985
8.741,-0.00945,0.12
8.761,-0.00945,0.12
8.781,-0.0093,0.11985
8.8,-0.00945,0.11985
8.82,-0.00945,0.12
8.84,-0.00945,0.12
8.861,-0.0096,0.12
8.881,-0.00945,0.11985
8.901,-0.0096,0.11985
8.921,-0.00945,0.12
8.941,-0.0096,0.12
8.961,-0.00945,0.11985
8.981,-0.00945,0.11985
9.001,-0.0096,0.11985
9.02,-0.0093,0.11985
9.04,-0.00945,0.1197
9.06,-0.0093,0.1197
9.08,-0.0093,0.11985
9.1,-0.0093,0.12
9.12,-0.0093,0.12015
9.14,-0.0093,0.1203
9.16,-0.0093,0.12015
9.181,-0.0096,0.12
9.201,-0.00945,0.12015
9.221,-0.00945,0.12015
9.241,-0.00945,0.12015
9.261,-0.00945,0.12015
9.28,-0.0093,0.12015
9.301,-0.00945,0.11985
9.321,-0.00945,0.12
9.341,-0.00945,0.11985
9.36,-0.0093,0.1197
9.38,-0.0093,0.11985
9.4,-0.0093,0.11985
9.42,-0.0093,0.1197
9.441,-0.00945,0.1197
9.461,-0.00945,0.11985
9.481,-0.00945,0.12
9.501,-0.00945,0.12
9.521,-0.00945,0.12
9.54,-0.0093,0.12
9.561,-0.00945,0.11985
9.581,-0.00945,0.11985
9.601,-0.0093,0.11985
9.62,-0.0093,0.12015
9.641,-0.00945,0.1203
9.661,-0.00945,0.1203
9.681,-0.0093,0.1203
9.7,-0.0093,0.12015
9.72,-0.0093,0.12
9.74,-0.0093,0.12015
9.761,-0.00945,0.12
9.781,-0.00945,0.11985
9.8,-0.0093,0.12
9.82,-0.0093,0.11985
9.84,-0.0093,0.12
9.86,-0.0093,0.12
9.88,-0.0093,0.12015
9.901,-0.00945,0.12015
9.921,-0.00945,0.12015
9.941,-0.00945,0.1203
9.961,-0.00945,0.12015
9.981,-0.00945,0.12
10.001,-0.00945,0.12015
10.021,-0.00945,0.1203
10.041,-0.00945,0.12045
10.061,-0.0093,0.12045
10.081,-0.0093,0.12015
10.1,-0.0093,0.1203
10.12,-0.0093,0.12045
10.14,-0.0093,0.1203
10.161,-0.00945,0.12015
10.181,-0.00945,0.12015
10.201,-0.0093,0.12015
10.221,-0.0093,0.12015
10.24,-0.0093,0.12
10.26,-0.0093,0.12
10.28,-0.0093,0.12
10.3,-0.0093,0.11985
10.319,-0.0093,0.12
10.34,-0.0093,0.11985
10.361,-0.00945,0.11985
10.38,-0.0093,0.1197
10.4,-0.0093,0.1197
10.421,-0.00945,0.1197
10.441,-0.00945,0.11985
10.461,-0.0093,0.12
10.48,-0.0093,0.12
10.5,-0.00915,0.12
10.52,-0.0093,0.1197
10.54,-0.0093,0.11985
10.56,-0.0093,0.12
10.58,-0.0093,0.12015
10.601,-0.00945,0.11985
10.621,-0.00945,0.12
10.641,-0.0093,0.12
10.66,-0.0093,0.11985
10.68,-0.0093,0.11985
10.702,-0.0093,0.12015
10.72,-0.00915,0.12
10.74,-0.0093,0.1197
10.761,-0.0093,0.11985
10.781,-0.0093,0.11985
10.801,-0.0093,0.1197
10.821,-0.0093,0.11985
10.841,-0.0093,0.11985
10.861,-0.0093,0.12
10.881,-0.00945,0.12015
10.9,-0.0093,0.12015
10.92,-0.0093,0.12
10.94,-0.0093,0.12015
10.96,-0.0093,0.1203
10.98,-0.0093,0.12015
11,-0.0093,0.12015
11.02,-0.0093,0.12
11.04,-0.0093,0.12
11.06,-0.0093,0.12015
11.08,-0.0093,0.12015
11.1,-0.0093,0.12015
11.12,-0.0093,0.12015
11.14,-0.0093,0.12015
11.16,-0.0093,0.12
11.181,-0.0093,0.12
11.201,-0.0093,0.12
11.221,-0.0093,0.12
11.24,-0.0093,0.12015
11.26,-0.00945,0.12
11.28,-0.00945,0.1197
11.301,-0.0093,0.12
11.32,-0.0093,0.12
11.34,-0.0093,0.11985
11.36,-0.0093,0.12
11.38,-0.0093,0.1203
11.4,-0.0093,0.12045
11.421,-0.0093,0.12015
11.441,-0.0093,0.12015
11.461,-0.0093,0.12015
11.481,-0.0093,0.11985
11.501,-0.0093,0.11985
11.521,-0.0093,0.1197
11.54,-0.0093,0.11985
11.56,-0.00945,0.11985
11.58,-0.0093,0.11985
11.601,-0.0093,0.11955
11.62,-0.0093,0.1197
11.641,-0.0093,0.11985
11.661,-0.0093,0.11985
11.68,-0.0093,0.12
11.701,-0.0093,0.1197
11.721,-0.0093,0.1197
11.741,-0.0093,0.1197
11.761,-0.0093,0.12
11.781,-0.0093,0.1197
11.801,-0.0093,0.11985
11.821,-0.0093,0.1197
11.841,-0.0093,0.11985
11.861,-0.0093,0.11985
11.881,-0.0093,0.11985
11.901,-0.00945,0.12
11.92,-0.00945,0.12015
11.941,-0.0093,0.11985
11.961,-0.0093,0.11985
11.981,-0.0093,0.11985
12.001,-0.0093,0.11985
12.02,-0.00945,0.12
12.04,-0.00945,0.11985
12.06,-0.0093,0.11985
12.08,-0.0093,0.12
12.1,-0.00945,0.12
12.121,-0.0093,0.12
12.141,-0.0093,0.12
12.161,-0.0093,0.1197
12.182,-0.00945,0.1197
12.201,-0.0093,0.1197
12.22,-0.0093,0.1197
12.24,-0.0093,0.1197
12.26,-0.00945,0.11955
12.28,-0.0093,0.11985
12.3,-0.00945,0.11985
12.32,-0.0093,0.1197
12.341,-0.0093,0.1197
12.361,-0.0093,0.1197
12.381,-0.0093,0.1197
12.401,-0.0093,0.12
12.421,-0.0093,0.11985
12.441,-0.0093,0.11985
12.46,-0.00945,0.11985
12.48,-0.0093,0.11985
12.501,-0.0093,0.11985
12.521,-0.0093,0.1197
12.541,-0.0093,0.1197
12.561,-0.0093,0.11985
12.581,-0.0093,0.11985
12.601,-0.0093,0.11985
12.621,-0.0093,0.1197
12.643,-0.00945,0.11985
12.66,-0.0093,0.11985
12.68,-0.0093,0.12
12.7,-0.00945,0.12
12.72,-0.0093,0.12015
12.741,-0.0093,0.12
12.761,-0.0093,0.11985
12.781,-0.0093,0.12
12.801,-0.0093,0.12
12.821,-0.0093,0.1197
12.841,-0.0093,0.12
12.861,-0.0093,0.12015
12.881,-0.0093,0.12
12.901,-0.00945,0.11985
12.92,-0.00945,0.1197
12.94,-0.00945,0.11985
12.96,-0.00945,0.1197
12.981,-0.0093,0.11985
13,-0.00945,0.12
13.02,-0.00945,0.12
13.04,-0.00945,0.12
13.06,-0.00945,0.12
13.081,-0.0093,0.12
13.101,-0.0093,0.11985
13.121,-0.00945,0.12
13.14,-0.00945,0.12015
13.16,-0.00945,0.12015
13.181,-0.00945,0.12015
13.201,-0.00945,0.12015
13.22,-0.00945,0.12015
13.24,-0.00945,0.1203
13.261,-0.0093,0.12
13.281,-0.0093,0.12015
13.301,-0.00945,0.12015
13.32,-0.0096,0.12
13.341,-0.00945,0.12015
13.36,-0.00945,0.12
13.38,-0.00945,0.12
13.4,-0.00945,0.12
13.42,-0.00945,0.11985
13.441,-0.00945,0.12
13.461,-0.0093,0.12
13.481,-0.00945,0.11985
13.5,-0.00945,0.11985
13.521,-0.00945,0.12
13.541,-0.00945,0.12015
13.561,-0.00945,0.12015
13.58,-0.00945,0.12045
13.601,-0.0093,0.1203
13.621,-0.00945,0.12015
13.641,-0.0093,0.12015
13.661,-0.0093,0.12015
13.68,-0.00945,0.12015
13.701,-0.00945,0.12
13.721,-0.0093,0.1197
13.741,-0.0093,0.1197
13.76,-0.0093,0.11955
13.78,-0.0093,0.11955
13.8,-0.0093,0.11925
13.821,-0.00945,0.1194
13.841,-0.00945,0.1194
13.861,-0.00945,0.1194
13.881,-0.00945,0.11955
13.901,-0.0093,0.1197
13.921,-0.0093,0.1194
13.94,-0.0093,0.1194
13.96,-0.0093,0.11955
13.98,-0.0093,0.11955
14,-0.0093,0.11955
14.019,-0.00945,0.11955
14.04,-0.0093,0.11955
14.06,-0.0093,0.11955
14.08,-0.0093,0.11955
14.1,-0.0093,0.1194
14.121,-0.0093,0.11955
14.141,-0.0093,0.11955
14.161,-0.0093,0.1197
14.18,-0.0093,0.1197
14.2,-0.0093,0.1197
14.22,-0.0093,0.1194
14.24,-0.0093,0.1194
14.26,-0.0093,0.1194
14.279,-0.0096,0.11955
14.3,-0.0093,0.1194
14.32,-0.0093,0.11955
14.34,-0.0093,0.1197
14.359,-0.00975,0.11985
14.38,-0.0093,0.1197
14.4,-0.0093,0.11985
14.42,-0.00945,0.11985
14.439,-0.0096,0.1197
14.46,-0.0093,0.1194
14.48,-0.0093,0.1194
14.5,-0.0093,0.1194
14.52,-0.0093,0.11925
14.54,-0.0093,0.11955
14.561,-0.0093,0.1194
14.581,-0.0093,0.1194
14.601,-0.0093,0.1194
14.62,-0.00945,0.11925
14.64,-0.00945,0.11925
14.66,-0.00945,0.11955
14.681,-0.0093,0.1194
14.7,-0.00945,0.11955
14.72,-0.00945,0.1194
14.74,-0.00945,0.11955
14.761,-0.0093,0.1197
14.781,-0.0093,0.1197
14.8,-0.00945,0.1197
14.82,-0.00945,0.11955
14.84,-0.00945,0.1197
14.86,-0.00945,0.1197
14.88,-0.00945,0.11955
14.9,-0.00945,0.11955
14.92,-0.00945,0.11955
14.94,-0.00945,0.11955
14.961,-0.00945,0.1197
14.98,-0.00945,0.1197
15,-0.00945,0.12
15.02,-0.00945,0.11985
15.04,-0.00945,0.1197
15.059,-0.0093,0.1197
15.08,-0.00945,0.11985
15.1,-0.00945,0.1197
15.12,-0.00945,0.1197
15.14,-0.00945,0.11955
15.161,-0.00945,0.11955
15.181,-0.00945,0.1197
15.201,-0.00945,0.11955
15.221,-0.00945,0.11985
15.24,-0.00945,0.11955
15.26,-0.00945,0.1194
15.28,-0.00945,0.11955
15.3,-0.00945,0.11955
15.319,-0.0099,0.11955
15.34,-0.0096,0.1197
15.36,-0.0096,0.1197
15.38,-0.00945,0.1197
15.4,-0.00945,0.11985
15.421,-0.00945,0.1197
15.441,-0.00945,0.1197
15.461,-0.00945,0.1197
15.481,-0.0096,0.12
15.5,-0.00945,0.11985
15.521,-0.00945,0.11985
15.54,-0.00945,0.11955
15.56,-0.00945,0.1197
15.58,-0.00945,0.1197
15.6,-0.00945,0.1197
15.62,-0.00945,0.11985
15.64,-0.00945,0.11985
15.66,-0.00945,0.11985
15.68,-0.00945,0.11985
15.7,-0.00945,0.1197
15.721,-0.00945,0.11955
15.741,-0.00945,0.1194
15.761,-0.00945,0.11955
15.781,-0.00945,0.11955
15.801,-0.00945,0.11955
15.821,-0.0096,0.1194
15.841,-0.00945,0.1194
15.861,-0.00945,0.11955
15.881,-0.00945,0.1194
15.9,-0.00945,0.1194
15.92,-0.00945,0.1197
15.941,-0.00945,0.1197
15.961,-0.0096,0.11985
15.981,-0.00945,0.1197
16,-0.00945,0.1197
16.02,-0.00945,0.1197
16.04,-0.00945,0.11955
16.06,-0.0096,0.1197
16.08,-0.00945,0.11985
16.1,-0.00945,0.12
16.12,-0.00945,0.12
16.141,-0.00945,0.11985
16.162,-0.00945,0.11985
16.18,-0.00945,0.1197
16.2,-0.00945,0.11955
16.221,-0.00945,0.11955
16.241,-0.00945,0.11955
16.261,-0.0093,0.1197
16.281,-0.00945,0.11955
16.301,-0.00945,0.1197
16.321,-0.00945,0.11985
16.341,-0.00945,0.1197
16.361,-0.00945,0.11985
16.38,-0.00945,0.11985
16.401,-0.00945,0.11985
16.421,-0.00945,0.11985
16.441,-0.00945,0.11985
16.461,-0.0093,0.1197
16.481,-0.0093,0.11955
16.501,-0.00945,0.1197
16.52,-0.0096,0.11955
16.54,-0.00945,0.1197
16.56,-0.0096,0.11955
16.58,-0.00945,0.11955
16.6,-0.00945,0.11955
16.621,-0.00945,0.11955
16.641,-0.0093,0.11955
16.661,-0.0093,0.1194
16.681,-0.0096,0.11955
16.7,-0.0096,0.1197
16.72,-0.0096,0.1197
16.74,-0.00945,0.11985
16.76,-0.00945,0.1197
16.78,-0.00945,0.1197
16.801,-0.00945,0.1197
16.821,-0.00945,0.1197
16.841,-0.00945,0.11955
16.86,-0.00945,0.1197
16.88,-0.0099,0.11985
16.899,-0.00975,0.1197
16.92,-0.0099,0.1197
16.94,-0.0093,0.1197
16.96,-0.0093,0.1197
16.979,-0.00975,0.11985
17,-0.00945,0.1197
17.02,-0.00945,0.1197
17.04,-0.00945,0.1197
17.06,-0.00945,0.1197
17.081,-0.0093,0.11985
17.101,-0.0099,0.12015
17.12,-0.0093,0.12
17.14,-0.00945,0.11985
17.16,-0.00975,0.11985
17.18,-0.0099,0.11985
17.2,-0.00975,0.11985
17.22,-0.00945,0.11985
17.24,-0.00945,0.11985
17.26,-0.00945,0.1197
17.28,-0.00975,0.1197
17.301,-0.00945,0.11985
17.321,-0.00945,0.12015
17.34,-0.00975,0.12
17.36,-0.00945,0.11985
17.38,-0.0099,0.12
17.4,-0.00945,0.12015
17.421,-0.00945,0.12
17.441,-0.00945,0.11985
17.461,-0.00945,0.12015
17.481,-0.00945,0.12
17.501,-0.00945,0.12015
17.521,-0.00945,0.12
17.54,-0.00945,0.12
17.561,-0.00945,0.11985
17.581,-0.00975,0.11985
17.6,-0.0096,0.11985
17.62,-0.00945,0.11985
17.64,-0.0096,0.11985
17.66,-0.00975,0.11985
17.68,-0.0099,0.12
17.7,-0.0099,0.12
17.72,-0.00945,0.11985
17.74,-0.00975,0.11985
17.76,-0.00975,0.11985
17.779,-0.0099,0.11985
17.8,-0.0099,0.12
17.82,-0.00945,0.12015
17.84,-0.0096,0.1203
17.86,-0.0099,0.1203
17.88,-0.0093,0.1203
17.9,-0.00975,0.12015
17.92,-0.00945,0.12
17.94,-0.0096,0.12
17.96,-0.0096,0.12015
17.981,-0.00945,0.12015
18.002,-0.0096,0.1203
18.021,-0.00945,0.12015
18.04,-0.00945,0.12015
18.06,-0.0096,0.12015
18.08,-0.0096,0.12015
18.1,-0.0096,0.1203
18.121,-0.00945,0.12015
18.141,-0.00945,0.12
18.16,-0.00945,0.12
18.181,-0.00945,0.1203
18.201,-0.00945,0.1203
18.221,-0.00945,0.12015
18.241,-0.00945,0.1203
18.261,-0.00945,0.12015
18.281,-0.00945,0.12045
18.3,-0.0096,0.12045
18.321,-0.00945,0.12045
18.341,-0.00945,0.1203
18.361,-0.00945,0.1203
18.381,-0.00945,0.12015
18.4,-0.0096,0.12045
18.421,-0.00945,0.12045
18.44,-0.0096,0.12045
18.46,-0.00975,0.12045
18.479,-0.0099,0.1203
18.501,-0.00945,0.12015
18.521,-0.00945,0.12
18.54,-0.0096,0.12015
18.561,-0.00945,0.12015
18.581,-0.00945,0.12015
18.601,-0.00945,0.12
18.621,-0.00945,0.12015
18.641,-0.00945,0.12015
18.66,-0.00975,0.12015
18.681,-0.00945,0.12015
18.701,-0.00945,0.11985
18.721,-0.00945,0.11985
18.74,-0.0096,0.12
18.761,-0.00945,0.12
