Zeit t / s,Spannung U_B1 / V,Relais R_1,Spannungsquelle S_1,Spannung U_A1 / V
16.2,-0.005,0,1,0.13875
16.401,-0.005,0,1,0.1383
16.599,-0.005,0,1,0.13755
16.8,-0.005,0,1,0.1368
17.001,-0.005,0,1,0.1362
17.2,-0.005,0,1,0.13575
17.4,-0.005,0,1,0.1353
17.599,-0.005,0,1,0.13515
17.801,-0.005,0,1,0.1344
18,-0.005,0,1,0.1341
18.2,-0.005,0,1,0.13365
18.4,-0.005,0,1,0.13335
18.599,-0.005,0,1,0.13275
18.8,-0.005,0,1,0.1323
19.001,-0.005,0,1,0.13185
19.2,-0.005,0,1,0.1311
19.399,-0.01,0,1,0.1305
19.6,-0.005,0,1,0.1299
19.8,-0.005,0,1,0.1293
20,-0.005,0,1,0.12885
20.2,-0.005,0,1,0.12855
20.399,-0.005,0,1,0.12855
20.601,-0.01,0,1,0.12795
20.8,-0.01,0,1,0.1272
20.999,-0.005,0,1,0.12705
21.199,-0.005,0,1,0.12675
21.4,-0.005,0,1,0.12645
21.6,-0.005,0,1,0.12615
21.8,-0.005,0,1,0.1257
22,-0.01,0,1,0.12525
22.199,-0.005,0,1,0.1248
22.4,-0.005,0,1,0.12435
22.6,-0.005,0,1,0.1239
22.8,-0.01,0,1,0.12345
23,-0.01,0,1,0.123
23.2,-0.01,0,1,0.12255
23.399,-0.01,0,1,0.1221
23.6,-0.005,0,1,0.12165
23.799,-0.01,0,1,0.1212
24,-0.01,0,1,0.12075
24.2,-0.01,0,1,0.12045
24.4,-0.01,0,1,0.12
24.599,-0.005,0,1,0.1194
24.799,-0.01,0,1,0.1191
25,-0.01,0,1,0.1188
25.2,-0.01,0,1,0.11835
25.4,-0.01,0,1,0.11805
25.6,-0.01,0,1,0.11775
25.8,-0.01,0,1,0.1173
25.999,-0.01,0,1,0.1167
26.2,-0.01,0,1,0.1161
26.401,-0.01,0,1,0.11565
26.599,-0.01,0,1,0.11505
26.8,-0.01,0,1,0.1149
26.999,-0.01,0,1,0.11475
27.2,-0.01,0,1,0.11415
27.399,-0.01,0,1,0.11355
27.6,-0.01,0,1,0.1125
27.8,-0.01,0,1,0.11175
27.999,-0.01,0,1,0.1116
28.2,-0.01,0,1,0.11145
28.4,-0.01,0,1,0.11145
28.6,-0.01,0,1,0.11145
28.8,-0.01,0,1,0.1113
28.999,-0.01,0,1,0.111
29.2,-0.01,0,1,0.1104
29.4,-0.01,0,1,0.10995
29.6,-0.01,0,1,0.10995
29.799,-0.01,0,1,0.10965
30,-0.01,0,1,0.10905
30.199,-0.01,0,1,0.10875
30.4,-0.01,0,1,0.1083
30.599,-0.01,0,1,0.108
30.799,-0.01,0,1,0.1074
31,-0.01,0,1,0.10725
31.2,-0.01,0,1,0.10695
31.399,-0.01,0,1,0.1065
31.6,-0.01,0,1,0.1062
31.8,-0.01,0,1,0.1059
32,-0.01,0,1,0.1056
32.2,-0.01,0,1,0.1053
32.401,-0.01,0,1,0.10485
32.6,-0.01,0,1,0.10455
32.8,-0.01,0,1,0.10425
33,-0.01,0,1,0.10395
33.199,-0.01,0,1,0.1035
33.399,-0.01,0,1,0.1032
33.6,-0.01,0,1,0.1029
33.8,-0.01,0,1,0.10275
34,-0.01,0,1,0.1023
34.2,-0.01,0,1,0.102
34.4,-0.01,0,1,0.1017
34.6,-0.01,0,1,0.10155
34.8,-0.01,0,1,0.1014
35,-0.01,0,1,0.1011
35.199,-0.01,0,1,0.1008
35.4,-0.01,0,1,0.10035
35.599,-0.01,0,1,0.10005
35.8,-0.01,0,1,0.09975
35.999,-0.01,0,1,0.09945
36.2,-0.01,0,1,0.09915
36.4,-0.01,0,1,0.09885
36.6,-0.01,0,1,0.09855
36.8,-0.01,0,1,0.09825
36.999,-0.01,0,1,0.09795
37.199,-0.01,0,1,0.0975
37.4,-0.01,0,1,0.09705
37.599,-0.01,0,1,0.09675
37.8,-0.01,0,1,0.0966
38,-0.01,0,1,0.0966
38.199,-0.01,0,1,0.0954
38.4,-0.01,0,1,0.09465
38.6,-0.01,0,1,0.09495
38.8,-0.01,0,1,0.0948
38.999,-0.01,0,1,0.09465
39.201,-0.01,0,1,0.09435
39.399,-0.01,0,1,0.09405
39.599,-0.01,0,1,0.09375
39.801,-0.01,0,1,0.09345
40.001,-0.01,0,1,0.0933
40.199,-0.01,0,1,0.09285
40.4,-0.01,0,1,0.0921
40.6,-0.01,0,1,0.0918
40.8,-0.01,0,1,0.09135
41.001,-0.01,0,1,0.09135
41.2,-0.01,0,1,0.0912
41.401,-0.01,0,1,0.09105
41.601,-0.01,0,1,0.0909
41.799,-0.01,0,1,0.0903
41.999,-0.01,0,1,0.08985
42.2,-0.01,0,1,0.08955
42.4,-0.01,0,1,0.0894
42.6,-0.01,0,1,0.08895
42.799,-0.01,0,1,0.0885
43,-0.01,0,1,0.0885
43.2,-0.01,0,1,0.08835
43.4,-0.01,0,1,0.08835
43.6,-0.01,0,1,0.08805
43.799,-0.01,0,1,0.08775
44,-0.01,0,1,0.08745
44.199,-0.01,0,1,0.0873
44.399,-0.01,0,1,0.08715
44.6,-0.01,0,1,0.08685
44.799,-0.01,0,1,0.0867
45,-0.01,0,1,0.08655
45.2,-0.01,0,1,0.08625
45.4,-0.01,0,1,0.0861
45.6,-0.01,0,1,0.08595
45.799,-0.01,0,1,0.08565
46,-0.01,0,1,0.08535
46.2,-0.01,0,1,0.0849
46.4,-0.01,0,1,0.08445
46.599,-0.01,0,1,0.08415
46.8,-0.01,0,1,0.084
47,-0.01,0,1,0.08385
47.2,-0.01,0,1,0.0837
47.401,-0.01,0,1,0.08355
47.6,-0.01,0,1,0.0834
47.8,-0.01,0,1,0.0831
48,-0.01,0,1,0.08295
48.2,-0.01,0,1,0.08265
48.4,-0.01,0,1,0.0825
48.6,-0.01,0,1,0.0822
48.8,-0.01,0,1,0.08205
48.999,-0.01,0,1,0.08175
49.199,-0.01,0,1,0.0816
49.399,-0.01,0,1,0.0813
49.6,-0.01,0,1,0.08115
49.8,-0.01,0,1,0.08085
50,-0.01,0,1,0.08055
50.2,-0.01,0,1,0.0804
50.4,-0.01,0,1,0.08025
50.599,-0.01,0,1,0.07995
50.8,-0.01,0,1,0.0798
51,-0.01,0,1,0.0795
51.2,-0.01,0,1,0.0792
51.4,-0.01,0,1,0.07905
51.601,-0.005,0,1,0.07875
51.801,-0.005,0,1,0.0786
51.999,-0.01,0,1,0.0783
52.2,-0.01,0,1,0.07815
52.401,-0.005,0,1,0.078
52.601,-0.005,0,1,0.07785
52.801,-0.005,0,1,0.0777
53.001,-0.005,0,1,0.07755
53.201,-0.005,0,1,0.07725
53.4,-0.01,0,1,0.0771
53.599,-0.01,0,1,0.07695
53.8,-0.005,0,1,0.0768
54,-0.005,0,1,0.07665
54.2,-0.01,0,1,0.07635
54.4,-0.005,0,1,0.0762
54.6,-0.005,0,1,0.0759
54.799,-0.01,0,1,0.07575
55.001,-0.005,0,1,0.0756
55.2,-0.01,0,1,0.0753
55.399,-0.01,0,1,0.07515
55.6,-0.005,0,1,0.075
55.8,-0.01,0,1,0.0747
56,-0.005,0,1,0.0744
56.2,-0.01,0,1,0.07425
56.4,-0.01,0,1,0.0741
56.6,-0.01,0,1,0.07395
56.801,-0.005,0,1,0.07365
57,-0.005,0,1,0.0735
57.2,-0.005,0,1,0.0732
57.4,-0.005,0,1,0.07305
57.6,-0.005,0,1,0.0729
57.801,-0.005,0,1,0.07275
57.999,-0.005,0,1,0.0726
58.2,-0.005,0,1,0.0723
58.4,-0.005,0,1,0.07215
58.6,-0.005,0,1,0.072
58.801,-0.005,0,1,0.07185
59,-0.005,0,1,0.07155
59.2,-0.005,0,1,0.0714
59.4,-0.005,0,1,0.07125
59.6,-0.005,0,1,0.0711
59.799,-0.005,0,1,0.07095
60,-0.005,0,1,0.07065
60.2,-0.005,0,1,0.0705
60.399,-0.005,0,1,0.07035
60.6,-0.005,0,1,0.07005
60.8,-0.005,0,1,0.0699
61,-0.005,0,1,0.06975
61.2,-0.005,0,1,0.06945
61.4,-0.01,0,1,0.0693
61.6,-0.005,0,1,0.06915
61.8,-0.005,0,1,0.069
62,-0.005,0,1,0.06885
62.199,-0.005,0,1,0.0687
62.4,-0.005,0,1,0.06855
62.6,-0.005,0,1,0.06825
62.8,-0.005,0,1,0.06795
63,-0.005,0,1,0.06765
63.201,-0.005,0,1,0.06735
63.399,-0.005,0,1,0.06705
63.6,-0.005,0,1,0.06675
63.8,-0.005,0,1,0.0666
64,-0.005,0,1,0.06645
64.2,-0.005,0,1,0.0663
64.4,-0.005,0,1,0.066
64.6,-0.005,0,1,0.06585
64.799,-0.005,0,1,0.06555
65,-0.005,0,1,0.06525
65.2,-0.005,0,1,0.0651
65.399,-0.005,0,1,0.0648
65.599,-0.005,0,1,0.06465
65.8,-0.005,0,1,0.06435
66,-0.005,0,1,0.06435
66.201,-0.005,0,1,0.06435
66.4,-0.005,0,1,0.06435
66.6,-0.005,0,1,0.0642
66.8,-0.005,0,1,0.06405
67,-0.005,0,1,0.06375
67.2,-0.005,0,1,0.0633
67.4,-0.005,0,1,0.0633
67.6,-0.005,0,1,0.0633
67.8,-0.005,0,1,0.0633
68,-0.005,0,1,0.06315
68.199,-0.005,0,1,0.06315
68.4,-0.005,0,1,0.063
68.6,-0.01,0,1,0.06285
68.8,-0.005,0,1,0.0627
68.999,-0.005,0,1,0.06255
69.201,-0.005,0,1,0.06225
69.4,-0.005,0,1,0.0621
69.6,-0.005,0,1,0.06195
69.8,-0.005,0,1,0.06165
69.999,-0.005,0,1,0.0615
70.199,-0.005,0,1,0.06135
70.399,-0.005,0,1,0.0609
70.6,-0.005,0,1,0.0606
70.8,-0.005,0,1,0.0603
71,-0.005,0,1,0.06045
71.2,-0.005,0,1,0.06045
71.401,-0.005,0,1,0.06045
71.6,-0.005,0,1,0.06015
71.8,-0.005,0,1,0.05985
72,-0.01,0,1,0.0597
72.2,-0.005,0,1,0.0597
72.4,-0.01,0,1,0.05955
72.6,-0.01,0,1,0.0594
72.799,-0.005,0,1,0.05925
72.999,-0.005,0,1,0.05925
73.2,-0.01,0,1,0.0591
73.401,-0.01,0,1,0.0588
73.6,-0.005,0,1,0.05865
73.801,-0.01,0,1,0.0585
73.999,-0.005,0,1,0.0585
74.2,-0.005,0,1,0.05835
74.4,-0.005,0,1,0.0582
74.6,-0.01,0,1,0.0582
74.8,-0.005,0,1,0.05805
74.999,-0.005,0,1,0.05775
75.2,-0.005,0,1,0.0576
75.4,-0.01,0,1,0.05745
75.6,-0.01,0,1,0.0573
75.8,-0.01,0,1,0.0573
76,-0.005,0,1,0.05715
76.2,-0.01,0,1,0.057
76.4,-0.01,0,1,0.05685
76.599,-0.005,0,1,0.0567
76.801,-0.01,0,1,0.05655
77,-0.01,0,1,0.0564
77.2,-0.01,0,1,0.05625
77.4,-0.01,0,1,0.0561
77.599,-0.005,0,1,0.05595
77.8,-0.01,0,1,0.05595
78,-0.01,0,1,0.0558
78.2,-0.01,0,1,0.05565
78.4,-0.01,0,1,0.0555
78.599,-0.01,0,1,0.0555
78.799,-0.01,0,1,0.05535
79,-0.01,0,1,0.0552
79.2,-0.01,0,1,0.05505
79.4,-0.01,0,1,0.0549
79.6,-0.01,0,1,0.05475
79.799,-0.01,0,1,0.0546
80,-0.01,0,1,0.05445
80.199,-0.01,0,1,0.0543
80.4,-0.01,0,1,0.05415
80.6,-0.01,0,1,0.054
80.8,-0.01,0,1,0.05385
81,-0.01,0,1,0.0537
81.2,-0.01,0,1,0.05355
81.401,-0.01,0,1,0.0534
81.6,-0.01,0,1,0.05325
81.799,-0.01,0,1,0.0531
82,-0.01,0,1,0.05295
82.2,-0.01,0,1,0.0528
82.4,-0.01,0,1,0.05265
82.599,-0.01,0,1,0.0525
82.799,-0.01,0,1,0.0525
82.999,-0.01,0,1,0.05235
83.2,-0.01,0,1,0.0522
83.399,-0.01,0,1,0.05205
83.6,-0.01,0,1,0.05205
83.8,-0.01,0,1,0.0519
84,-0.01,0,1,0.05175
84.2,-0.01,0,1,0.0516
84.399,-0.01,0,1,0.05145
84.6,-0.01,0,1,0.0513
84.8,-0.01,0,1,0.05115
84.999,-0.01,0,1,0.051
85.201,-0.01,0,1,0.05085
85.4,-0.01,0,1,0.05085
85.601,-0.01,0,1,0.0507
85.8,-0.01,0,1,0.0507
86.001,-0.01,0,1,0.05055
86.2,-0.01,0,1,0.0504
86.399,-0.01,0,1,0.05025
86.6,-0.01,0,1,0.05025
86.8,-0.01,0,1,0.0501
87.001,-0.01,0,1,0.04995
87.2,-0.01,0,1,0.04995
87.401,-0.01,0,1,0.04965
87.6,-0.01,0,1,0.04965
87.8,-0.01,0,1,0.0495
88,-0.01,0,1,0.04935
88.201,-0.01,0,1,0.0492
88.401,-0.01,0,1,0.0492
88.599,-0.01,0,1,0.04905
88.8,-0.01,0,1,0.0489
89,-0.01,0,1,0.04875
89.201,-0.01,0,1,0.0486
89.399,-0.01,0,1,0.04845
89.6,-0.01,0,1,0.0483
89.8,-0.01,0,1,0.04815
90,-0.01,0,1,0.04815
90.199,-0.01,0,1,0.048
90.399,-0.01,0,1,0.0477
90.6,-0.01,0,1,0.0477
90.8,-0.01,0,1,0.04755
90.999,-0.01,0,1,0.0474
91.201,-0.01,0,1,0.0474
91.4,-0.01,0,1,0.0474
91.599,-0.01,0,1,0.0474
91.8,-0.01,0,1,0.04725
92,-0.01,0,1,0.04725
92.2,-0.01,0,1,0.0471
92.401,-0.01,0,1,0.04695
92.6,-0.01,0,1,0.04665
92.8,-0.01,0,1,0.04665
93,-0.01,0,1,0.0465
93.2,-0.01,0,1,0.0465
93.4,-0.01,0,1,0.04635
93.599,-0.01,0,1,0.04635
93.8,-0.01,0,1,0.0462
94,-0.01,0,1,0.04605
94.2,-0.01,0,1,0.04605
94.401,-0.01,0,1,0.0459
94.6,-0.01,0,1,0.0459
94.8,-0.01,0,1,0.04575
95,-0.01,0,1,0.0456
95.2,-0.01,0,1,0.0453
95.401,-0.01,0,1,0.04515
95.6,-0.01,0,1,0.04515
95.8,-0.01,0,1,0.045
96,-0.01,0,1,0.04485
96.2,-0.01,0,1,0.0447
96.4,-0.01,0,1,0.0447
96.599,-0.01,0,1,0.04455
96.8,-0.01,0,1,0.0444
97,-0.01,0,1,0.04425
97.2,-0.01,0,1,0.0441
97.4,-0.01,0,1,0.0441
97.6,-0.01,0,1,0.04395
97.801,-0.005,0,1,0.04395
97.999,-0.01,0,1,0.0438
98.2,-0.01,0,1,0.0435
98.4,-0.01,0,1,0.04335
98.6,-0.01,0,1,0.04335
98.801,-0.01,0,1,0.04335
99,-0.01,0,1,0.0432
99.2,-0.01,0,1,0.04305
99.4,-0.01,0,1,0.04305
99.6,-0.005,0,1,0.04305
99.801,-0.005,0,1,0.0429
99.999,-0.01,0,1,0.04275
100.199,-0.01,0,1,0.04275
100.4,-0.01,0,1,0.04275
100.6,-0.01,0,1,0.0426
100.8,-0.01,0,1,0.04245
101,-0.01,0,1,0.0423
101.2,-0.01,0,1,0.0423
101.4,-0.01,0,1,0.04215
101.6,-0.005,0,1,0.042
101.8,-0.005,0,1,0.04185
102,-0.005,0,1,0.0417
102.2,-0.01,0,1,0.0417
102.401,-0.005,0,1,0.04155
102.6,-0.01,0,1,0.0414
102.8,-0.01,0,1,0.04125
103,-0.005,0,1,0.04125
103.2,-0.01,0,1,0.0411
103.399,-0.01,0,1,0.04095
103.599,-0.01,0,1,0.04095
103.799,-0.01,0,1,0.0408
104,-0.005,0,1,0.0408
104.2,-0.01,0,1,0.04065
104.4,-0.01,0,1,0.0405
104.599,-0.005,0,1,0.0405
104.799,-0.005,0,1,0.04035
105,-0.005,0,1,0.0402
105.199,-0.005,0,1,0.0402
105.4,-0.005,0,1,0.04005
105.6,-0.005,0,1,0.04005
105.799,-0.005,0,1,0.0399
106,-0.005,0,1,0.03975
106.2,-0.005,0,1,0.0396
106.4,-0.005,0,1,0.0396
106.6,-0.005,0,1,0.03945
106.801,-0.01,0,1,0.03945
107,-0.005,0,1,0.0393
107.201,-0.005,0,1,0.0393
107.4,-0.005,0,1,0.03915
107.6,-0.005,0,1,0.039
107.8,-0.005,0,1,0.03885
108,-0.005,0,1,0.03885
108.2,-0.005,0,1,0.03885
108.4,-0.005,0,1,0.0387
108.599,-0.005,0,1,0.03855
108.799,-0.005,0,1,0.0384
109,-0.005,0,1,0.0384
109.2,-0.005,0,1,0.0384
109.4,-0.005,0,1,0.03825
109.599,-0.005,0,1,0.03825
109.8,-0.005,0,1,0.0381
110,-0.005,0,1,0.03795
110.2,-0.005,0,1,0.0378
110.4,-0.005,0,1,0.0378
110.6,-0.005,0,1,0.03765
110.8,-0.005,0,1,0.03765
111.001,-0.005,0,1,0.0375
111.2,-0.005,0,1,0.03735
111.4,-0.005,0,1,0.03735
111.6,-0.005,0,1,0.0372
111.8,-0.005,0,1,0.0372
111.999,-0.005,0,1,0.0372
112.199,-0.005,0,1,0.03705
112.399,-0.005,0,1,0.03705
112.6,-0.005,0,1,0.0369
112.799,-0.005,0,1,0.0369
113,-0.005,0,1,0.03675
113.2,-0.005,0,1,0.03675
113.399,-0.005,0,1,0.0366
113.6,-0.005,0,1,0.0366
113.801,-0.005,0,1,0.0363
113.999,-0.005,0,1,0.03615
114.2,-0.005,0,1,0.03615
114.4,-0.005,0,1,0.036
114.6,-0.005,0,1,0.036
114.799,-0.005,0,1,0.03585
114.999,-0.005,0,1,0.03585
115.2,-0.005,0,1,0.0357
115.4,-0.005,0,1,0.0357
115.6,-0.005,0,1,0.03555
115.799,-0.005,0,1,0.03555
116,-0.005,0,1,0.03555
116.2,-0.005,0,1,0.0354
116.4,-0.005,0,1,0.0354
116.599,-0.005,0,1,0.03525
116.8,-0.005,0,1,0.03525
117,-0.005,0,1,0.0351
117.2,-0.005,0,1,0.0351
117.4,-0.005,0,1,0.03495
117.6,-0.005,0,1,0.0348
117.799,-0.005,0,1,0.03465
117.999,-0.005,0,1,0.0345
118.2,-0.005,0,1,0.0345
118.401,-0.005,0,1,0.03435
118.6,-0.005,0,1,0.03435
118.801,-0.005,0,1,0.03435
119,-0.005,0,1,0.03435
119.2,-0.005,0,1,0.0342
119.4,-0.005,0,1,0.03405
119.6,-0.005,0,1,0.0339
119.799,-0.01,0,1,0.03375
119.999,-0.005,0,1,0.03375
120.2,-0.005,0,1,0.0336
120.4,-0.005,0,1,0.0336
120.6,-0.005,0,1,0.03345
120.8,-0.005,0,1,0.0333
121,-0.005,0,1,0.0333
121.2,-0.005,0,1,0.03315
121.401,-0.01,0,1,0.03315
121.599,-0.005,0,1,0.033
121.799,-0.005,0,1,0.033
122,-0.005,0,1,0.03285
122.2,-0.005,0,1,0.0327
122.399,-0.005,0,1,0.0327
122.6,-0.005,0,1,0.03255
122.8,-0.005,0,1,0.0324
122.999,-0.005,0,1,0.0324
123.2,-0.005,0,1,0.03225
123.4,-0.005,0,1,0.03225
123.6,-0.005,0,1,0.03225
123.8,-0.005,0,1,0.0321
124,-0.01,0,1,0.03195
124.199,-0.005,0,1,0.03195
124.4,-0.01,0,1,0.03195
124.599,-0.005,0,1,0.03195
124.8,-0.01,0,1,0.0318
125,-0.005,0,1,0.0318
125.199,-0.005,0,1,0.03165
125.4,-0.005,0,1,0.03165
125.6,-0.005,0,1,0.0315
125.8,-0.01,0,1,0.0315
126,-0.005,0,1,0.0315
126.2,-0.005,0,1,0.03135
126.4,-0.005,0,1,0.03135
126.6,-0.005,0,1,0.0312
126.8,-0.01,0,1,0.03105
127,-0.01,0,1,0.03105
127.199,-0.005,0,1,0.03105
127.4,-0.01,0,1,0.0309
127.599,-0.01,0,1,0.0309
127.8,-0.01,0,1,0.03075
128,-0.01,0,1,0.0306
128.2,-0.01,0,1,0.0306
128.4,-0.005,0,1,0.03045
128.6,-0.01,0,1,0.03045
128.801,-0.01,0,1,0.03045
129,-0.01,0,1,0.0303
129.2,-0.01,0,1,0.0303
129.4,-0.01,0,1,0.03015
129.6,-0.01,0,1,0.03015
129.801,-0.01,0,1,0.03
130,-0.01,0,1,0.03
130.199,-0.01,0,1,0.02985
130.4,-0.01,0,1,0.0297
130.599,-0.01,0,1,0.0297
130.8,-0.01,0,1,0.02955
131,-0.01,0,1,0.02955
131.2,-0.01,0,1,0.0294
131.4,-0.01,0,1,0.0294
131.6,-0.01,0,1,0.02925
131.799,-0.01,0,1,0.0291
132,-0.01,0,1,0.0291
132.2,-0.01,0,1,0.02895
132.4,-0.01,0,1,0.02895
132.599,-0.01,0,1,0.0288
132.8,-0.01,0,1,0.0288
133,-0.01,0,1,0.02865
133.2,-0.01,0,1,0.02865
133.4,-0.01,0,1,0.0285
133.6,-0.01,0,1,0.0285
133.8,-0.01,0,1,0.0285
134,-0.01,0,1,0.02835
134.199,-0.01,0,1,0.02835
134.4,-0.01,0,1,0.0282
134.6,-0.01,0,1,0.0282
134.799,-0.01,0,1,0.02805
135,-0.01,0,1,0.02805
135.201,-0.01,0,1,0.0279
135.4,-0.01,0,1,0.0279
135.6,-0.01,0,1,0.02775
135.8,-0.01,0,1,0.02775
136,-0.01,0,1,0.02775
136.2,-0.01,0,1,0.0276
136.4,-0.01,0,1,0.0276
136.6,-0.01,0,1,0.02745
136.8,-0.01,0,1,0.02745
137,-0.01,0,1,0.0273
137.2,-0.01,0,1,0.0273
137.4,-0.01,0,1,0.02715
137.601,-0.01,0,1,0.027
137.8,-0.01,0,1,0.027
138,-0.01,0,1,0.02685
138.2,-0.01,0,1,0.02685
138.399,-0.01,0,1,0.0267
138.601,-0.01,0,1,0.0267
138.8,-0.01,0,1,0.02655
139,-0.01,0,1,0.02655
139.2,-0.01,0,1,0.02655
139.399,-0.01,0,1,0.0264
139.6,-0.01,0,1,0.0264
139.8,-0.01,0,1,0.02625
140,-0.01,0,1,0.0261
140.2,-0.01,0,1,0.0261
140.4,-0.01,0,1,0.02595
140.6,-0.01,0,1,0.02595
140.8,-0.01,0,1,0.02595
141,-0.01,0,1,0.02595
141.201,-0.01,0,1,0.0258
141.4,-0.01,0,1,0.0258
141.599,-0.01,0,1,0.0258
141.8,-0.01,0,1,0.02565
142,-0.01,0,1,0.02565
142.201,-0.01,0,1,0.0255
142.4,-0.01,0,1,0.0255
142.6,-0.01,0,1,0.02535
142.8,-0.01,0,1,0.02535
143.001,-0.01,0,1,0.02535
143.199,-0.01,0,1,0.0252
143.4,-0.01,0,1,0.0252
143.6,-0.01,0,1,0.02505
143.799,-0.01,0,1,0.02505
144,-0.01,0,1,0.0249
144.201,-0.01,0,1,0.02475
144.4,-0.01,0,1,0.0246
144.6,-0.01,0,1,0.0246
144.8,-0.01,0,1,0.02445
145,-0.01,0,1,0.02445
145.2,-0.01,0,1,0.0243
145.4,-0.01,0,1,0.0243
145.601,-0.01,0,1,0.02415
145.799,-0.01,0,1,0.02415
145.999,-0.01,0,1,0.02415
146.199,-0.01,0,1,0.024
146.4,-0.01,0,1,0.024
146.6,-0.01,0,1,0.02385
146.8,-0.01,0,1,0.02385
147,-0.01,0,1,0.0237
147.199,-0.01,0,1,0.0237
147.4,-0.01,0,1,0.02355
147.6,-0.01,0,1,0.02355
147.799,-0.01,0,1,0.02355
148,-0.01,0,1,0.0234
148.199,-0.01,0,1,0.02325
148.4,-0.01,0,1,0.02325
148.6,-0.01,0,1,0.02325
148.8,-0.01,0,1,0.0231
148.999,-0.01,0,1,0.0231
149.201,-0.01,0,1,0.0231
149.4,-0.01,0,1,0.0231
149.6,-0.01,0,1,0.0231
149.8,-0.005,0,1,0.02295
149.999,-0.01,0,1,0.02295
150.199,-0.01,0,1,0.02295
150.4,-0.005,0,1,0.02295
150.599,-0.01,0,1,0.0228
150.8,-0.005,0,1,0.0228
150.999,-0.01,0,1,0.0228
151.2,-0.01,0,1,0.02265
151.4,-0.01,0,1,0.02265
151.6,-0.005,0,1,0.02265
151.8,-0.01,0,1,0.02265
152,-0.01,0,1,0.0225
152.2,-0.005,0,1,0.0225
152.4,-0.01,0,1,0.0225
152.6,-0.01,0,1,0.02235
152.8,-0.005,0,1,0.02235
153,-0.005,0,1,0.0222
153.2,-0.005,0,1,0.0222
153.4,-0.005,0,1,0.02205
153.6,-0.005,0,1,0.02205
153.8,-0.005,0,1,0.02205
154,-0.005,0,1,0.0219
154.2,-0.01,0,1,0.0219
154.401,-0.005,0,1,0.02175
154.6,-0.005,0,1,0.02175
154.801,-0.005,0,1,0.0216
154.999,-0.005,0,1,0.0216
155.2,-0.005,0,1,0.0216
155.401,-0.005,0,1,0.0216
155.601,-0.005,0,1,0.02145
155.8,-0.005,0,1,0.02145
156,-0.005,0,1,0.02145
156.199,-0.01,0,1,0.0213
156.4,-0.005,0,1,0.0213
156.6,-0.005,0,1,0.0213
