Zeit t / s,Spannung U_A1 / V,Spannung U_B1 / V
6.161,-0.0177,0.839
6.181,-0.0177,0.839
6.2,-0.0177,0.839
6.221,-0.01785,0.839
6.241,-0.01785,0.839
6.261,-0.01785,0.839
6.281,-0.01785,0.839
6.301,-0.01785,0.8385
6.321,-0.01755,0.8385
6.341,-0.01755,0.8385
6.361,-0.01755,0.8385
6.381,-0.01755,0.8385
6.4,-0.01755,0.8385
6.421,-0.01785,0.8385
6.441,-0.01785,0.839
6.461,-0.018,0.839
6.48,-0.0174,0.839
6.501,-0.01785,0.8385
6.521,-0.018,0.8385
6.541,-0.01785,0.839
6.561,-0.01785,0.839
6.581,-0.01785,0.839
6.601,-0.018,0.8385
6.621,-0.018,0.8385
6.641,-0.018,0.8385
6.661,-0.01785,0.839
6.681,-0.018,0.839
6.701,-0.018,0.839
6.721,-0.01785,0.8385
6.741,-0.018,0.839
6.761,-0.018,0.839
6.781,-0.018,0.839
6.8,-0.01725,0.839
6.821,-0.018,0.839
6.841,-0.01785,0.839
6.861,-0.018,0.839
6.881,-0.018,0.839
6.901,-0.018,0.839
6.921,-0.018,0.839
6.941,-0.018,0.8385
6.961,-0.018,0.839
6.981,-0.0171,0.8385
7.001,-0.0171,0.839
7.021,-0.0171,0.839
7.041,-0.0171,0.839
7.06,-0.0171,0.839
7.081,-0.018,0.839
7.101,-0.018,0.839
7.121,-0.01785,0.839
7.14,-0.01695,0.839
7.161,-0.01785,0.839
7.181,-0.01785,0.839
7.201,-0.01785,0.839
7.22,-0.01695,0.839
7.241,-0.01785,0.839
7.261,-0.01785,0.839
7.281,-0.01785,0.8385
7.301,-0.01785,0.8385
7.321,-0.01785,0.839
7.34,-0.01665,0.8385
7.36,-0.0168,0.839
7.381,-0.01785,0.839
7.401,-0.01665,0.8385
7.421,-0.01665,0.8385
7.441,-0.01665,0.8385
7.461,-0.0165,0.8385
7.481,-0.01665,0.839
7.501,-0.01665,0.839
7.521,-0.01665,0.839
7.541,-0.0177,0.839
7.56,-0.0165,0.839
7.581,-0.0177,0.839
7.601,-0.0177,0.839
7.621,-0.0177,0.839
7.641,-0.01755,0.839
7.662,-0.01755,0.839
7.681,-0.01755,0.839
7.701,-0.01755,0.839
7.721,-0.01635,0.8385
7.741,-0.01635,0.839
7.761,-0.01635,0.839
7.781,-0.01635,0.8385
7.801,-0.01755,0.839
7.821,-0.01755,0.839
7.841,-0.01755,0.839
7.861,-0.01755,0.839
7.881,-0.01755,0.839
7.901,-0.0162,0.839
7.921,-0.01605,0.839
7.941,-0.0174,0.839
7.961,-0.01605,0.839
7.98,-0.01605,0.839
8.001,-0.0174,0.839
8.021,-0.0174,0.839
8.041,-0.0174,0.839
8.061,-0.0174,0.839
8.081,-0.0174,0.839
8.101,-0.0174,0.839
8.121,-0.01725,0.839
8.141,-0.0174,0.839
8.161,-0.0159,0.839
8.181,-0.0159,0.839
8.2,-0.0159,0.839
8.22,-0.0159,0.839
8.241,-0.01725,0.839
8.261,-0.01725,0.839
8.281,-0.01725,0.839
8.301,-0.01725,0.839
8.321,-0.0171,0.839
8.339,-0.01515,0.8385
8.361,-0.0171,0.8385
8.381,-0.0171,0.8385
8.4,-0.01575,0.839
8.421,-0.01575,0.839
8.441,-0.0156,0.8385
8.461,-0.0156,0.8385
8.48,-0.0156,0.8385
8.501,-0.01695,0.839
8.521,-0.01695,0.8385
8.541,-0.01695,0.839
8.561,-0.01695,0.839
8.581,-0.01695,0.839
8.601,-0.0156,0.839
8.621,-0.0168,0.839
8.641,-0.0156,0.839
8.661,-0.0156,0.839
8.681,-0.01545,0.839
8.701,-0.01545,0.839
8.721,-0.01545,0.839
8.741,-0.01665,0.8385
8.761,-0.01665,0.839
8.781,-0.01665,0.839
8.801,-0.01545,0.8385
8.821,-0.01665,0.8385
8.841,-0.01545,0.8385
8.861,-0.0165,0.8385
8.881,-0.01545,0.8385
8.901,-0.01545,0.839
8.921,-0.01545,0.839
8.941,-0.01545,0.839
8.96,-0.01545,0.839
8.981,-0.0165,0.8385
9.001,-0.0165,0.8385
9.021,-0.01635,0.8385
9.041,-0.01545,0.839
9.061,-0.01635,0.839
9.081,-0.01545,0.839
9.101,-0.0153,0.839
9.121,-0.0153,0.839
9.141,-0.0162,0.839
9.161,-0.0162,0.8385
9.18,-0.0153,0.8385
9.201,-0.0162,0.8385
9.221,-0.0162,0.8385
9.241,-0.0162,0.8385
9.261,-0.0162,0.8385
9.281,-0.01545,0.8385
9.301,-0.0162,0.839
9.321,-0.0153,0.839
9.341,-0.0153,0.839
9.361,-0.0153,0.839
9.381,-0.0153,0.839
9.399,-0.01485,0.839
9.421,-0.0153,0.8385
9.441,-0.0153,0.839
9.461,-0.0153,0.839
9.48,-0.015,0.839
9.501,-0.0153,0.839
9.521,-0.0153,0.839
9.541,-0.0153,0.839
9.56,-0.015,0.839
9.581,-0.0153,0.839
9.601,-0.01515,0.839
9.621,-0.0153,0.839
9.641,-0.0153,0.839
9.661,-0.0159,0.839
9.681,-0.0159,0.839
9.701,-0.01575,0.839
9.721,-0.01575,0.839
9.741,-0.0159,0.839
9.761,-0.01575,0.839
9.781,-0.01575,0.839
9.801,-0.01575,0.839
9.82,-0.01515,0.839
9.841,-0.01575,0.839
9.861,-0.0156,0.839
9.881,-0.01575,0.839
9.9,-0.01515,0.839
9.92,-0.01515,0.839
9.94,-0.01515,0.839
9.96,-0.01515,0.839
9.981,-0.0156,0.839
10.001,-0.0156,0.839
10.021,-0.0156,0.839
10.041,-0.0156,0.839
10.061,-0.0156,0.839
10.081,-0.01515,0.8385
10.101,-0.01515,0.8385
10.121,-0.01515,0.839
10.141,-0.01515,0.839
10.161,-0.01515,0.839
10.18,-0.015,0.839
10.201,-0.01545,0.839
10.221,-0.01545,0.839
10.241,-0.0156,0.839
10.261,-0.01545,0.839
10.283,-0.0177,0.8385
10.301,-0.01545,0.8385
10.321,-0.01545,0.8385
10.341,-0.01545,0.8385
10.361,-0.01545,0.8385
10.381,-0.01545,0.8385
10.401,-0.01545,0.839
10.421,-0.01515,0.839
10.441,-0.015,0.839
10.461,-0.015,0.839
10.481,-0.01515,0.8385
10.5,-0.01485,0.8385
10.521,-0.01515,0.8385
10.541,-0.01515,0.8385
10.561,-0.01515,0.8385
10.581,-0.015,0.8385
10.601,-0.015,0.839
10.621,-0.0153,0.8385
10.64,-0.015,0.8385
10.661,-0.0153,0.8385
10.681,-0.0153,0.8385
10.701,-0.0153,0.8385
10.721,-0.0153,0.8385
10.741,-0.015,0.8385
10.761,-0.015,0.8385
10.781,-0.015,0.8385
10.801,-0.015,0.8385
10.82,-0.015,0.8385
10.841,-0.01515,0.8385
10.86,-0.01515,0.8385
10.88,-0.015,0.8385
10.901,-0.0153,0.8385
10.922,-0.0153,0.8385
10.941,-0.0153,0.839
10.962,-0.01605,0.839
10.981,-0.0153,0.839
11,-0.015,0.839
11.022,-0.0153,0.839
11.041,-0.0153,0.839
11.061,-0.01515,0.839
11.081,-0.0153,0.8385
11.101,-0.0153,0.8385
11.121,-0.0153,0.8385
11.141,-0.0153,0.8385
11.161,-0.0153,0.8385
11.181,-0.015,0.8385
11.201,-0.0153,0.8385
11.221,-0.01515,0.839
11.241,-0.0153,0.8385
11.261,-0.01515,0.8385
11.281,-0.01515,0.8385
11.301,-0.0153,0.8385
11.321,-0.01515,0.8385
11.341,-0.015,0.8385
11.361,-0.015,0.8385
11.381,-0.015,0.8385
11.401,-0.015,0.8385
11.421,-0.015,0.8385
11.441,-0.015,0.8385
11.461,-0.015,0.839
11.48,-0.0147,0.8385
11.5,-0.0147,0.8385
11.52,-0.015,0.839
11.541,-0.01515,0.8385
11.561,-0.01515,0.839
11.581,-0.01515,0.839
11.6,-0.01485,0.839
11.621,-0.01515,0.839
11.641,-0.01515,0.839
11.661,-0.01515,0.839
11.681,-0.01485,0.839
11.701,-0.015,0.839
11.721,-0.01485,0.839
11.741,-0.01485,0.8385
11.761,-0.01485,0.8385
11.781,-0.01485,0.8385
11.801,-0.01485,0.8385
11.82,-0.01485,0.8385
11.84,-0.01485,0.8385
11.861,-0.01515,0.8385
11.88,-0.01485,0.839
11.901,-0.015,0.8385
11.921,-0.01515,0.839
11.941,-0.01515,0.839
11.961,-0.015,0.8385
11.981,-0.01485,0.8385
12,-0.01485,0.8385
12.021,-0.01515,0.8385
12.041,-0.015,0.8385
12.061,-0.015,0.8385
12.081,-0.015,0.8385
12.101,-0.01485,0.8385
12.121,-0.01485,0.8385
12.141,-0.01485,0.839
12.161,-0.01485,0.839
12.18,-0.01485,0.839
12.201,-0.01485,0.8385
12.221,-0.01485,0.8385
12.241,-0.01485,0.8385
12.26,-0.0147,0.8385
12.281,-0.01485,0.8385
12.301,-0.01485,0.8385
12.321,-0.01485,0.839
12.34,-0.01485,0.839
12.361,-0.015,0.8385
12.381,-0.01485,0.8385
12.401,-0.01485,0.8385
12.42,-0.01485,0.8385
12.441,-0.01485,0.8385
12.461,-0.01485,0.8385
12.481,-0.01485,0.8385
12.501,-0.01485,0.8385
12.52,-0.015,0.839
12.541,-0.015,0.839
12.561,-0.01515,0.839
12.581,-0.01485,0.839
12.601,-0.01485,0.839
12.621,-0.015,0.839
12.641,-0.01485,0.839
12.661,-0.01485,0.8385
12.681,-0.01485,0.8385
12.7,-0.01485,0.8385
12.721,-0.015,0.8385
12.741,-0.01485,0.8385
12.761,-0.01485,0.8385
12.781,-0.01485,0.8385
12.801,-0.01485,0.8385
12.82,-0.01485,0.839
12.841,-0.015,0.839
12.861,-0.015,0.839
12.881,-0.015,0.839
12.9,-0.01485,0.839
12.921,-0.015,0.839
12.941,-0.015,0.839
12.961,-0.015,0.839
12.981,-0.015,0.839
13.001,-0.015,0.839
13.021,-0.0147,0.8385
13.039,-0.01455,0.839
13.061,-0.015,0.8385
13.081,-0.015,0.839
13.1,-0.0147,0.839
13.12,-0.0147,0.839
13.141,-0.015,0.839
13.161,-0.015,0.839
13.181,-0.01485,0.8385
13.201,-0.015,0.839
13.221,-0.01485,0.839
13.241,-0.015,0.8385
13.261,-0.01485,0.8385
13.281,-0.015,0.8385
13.301,-0.0147,0.8385
13.321,-0.0147,0.8385
13.342,-0.01485,0.839
13.36,-0.0147,0.8385
13.381,-0.01485,0.8385
13.401,-0.015,0.8385
13.421,-0.01485,0.8385
13.441,-0.01485,0.8385
13.46,-0.0147,0.8385
13.48,-0.0147,0.8385
13.501,-0.01485,0.8385
13.521,-0.01485,0.8385
13.541,-0.01485,0.8385
13.561,-0.0147,0.8385
13.581,-0.01485,0.8385
13.601,-0.01485,0.8385
13.621,-0.01485,0.8385
13.641,-0.01485,0.8385
13.661,-0.01485,0.8385
13.681,-0.01485,0.8385
13.701,-0.01485,0.8385
13.721,-0.01485,0.8385
13.741,-0.01485,0.8385
13.761,-0.01485,0.8385
13.781,-0.0153,0.8385
13.8,-0.01455,0.8385
13.821,-0.0147,0.8385
13.84,-0.0147,0.839
13.861,-0.01485,0.839
13.881,-0.0147,0.839
13.901,-0.0147,0.839
13.921,-0.0147,0.8385
13.941,-0.0147,0.839
13.961,-0.0147,0.839
13.981,-0.0147,0.839
14,-0.0147,0.8385
14.021,-0.01485,0.839
14.041,-0.01485,0.8385
14.06,-0.01455,0.8385
14.081,-0.01485,0.8385
14.101,-0.0147,0.8385
14.121,-0.01485,0.8385
14.14,-0.01455,0.8385
14.161,-0.0147,0.8385
14.181,-0.0147,0.8385
14.201,-0.01455,0.8385
14.22,-0.01455,0.8385
14.242,-0.015,0.8385
14.261,-0.01485,0.8385
14.281,-0.0147,0.838
14.301,-0.01455,0.838
14.321,-0.01455,0.8385
14.341,-0.01455,0.8385
14.361,-0.01455,0.8385
14.381,-0.01455,0.8385
14.401,-0.01455,0.8385
14.42,-0.01455,0.8385
14.441,-0.01485,0.8385
14.461,-0.01485,0.8385
14.481,-0.0147,0.8385
14.501,-0.01455,0.8385
14.521,-0.0147,0.8385
14.541,-0.0147,0.8385
14.561,-0.0147,0.8385
14.58,-0.01455,0.8385
14.601,-0.0147,0.8385
14.621,-0.0147,0.839
14.641,-0.0147,0.8385
14.661,-0.0147,0.8385
14.681,-0.01485,0.8385
14.701,-0.0147,0.8385
14.721,-0.0147,0.8385
14.741,-0.0147,0.839
14.761,-0.01455,0.8385
14.781,-0.01455,0.8385
14.801,-0.01455,0.8385
14.821,-0.01455,0.8385
14.841,-0.01455,0.8385
14.86,-0.01455,0.8385
14.881,-0.0147,0.8385
14.901,-0.0147,0.8385
14.921,-0.0147,0.8385
14.941,-0.0147,0.839
14.961,-0.0147,0.839
14.981,-0.01455,0.839
15.001,-0.01455,0.8385
15.022,-0.0147,0.8385
15.042,-0.01485,0.839
15.061,-0.0147,0.8385
15.081,-0.0147,0.8385
15.101,-0.0147,0.8385
15.121,-0.0147,0.8385
15.141,-0.0147,0.8385
15.161,-0.0147,0.838
15.18,-0.01455,0.8385
15.201,-0.0147,0.8385
15.221,-0.0147,0.8385
15.241,-0.0147,0.8385
15.261,-0.0147,0.8385
15.28,-0.0147,0.839
15.301,-0.01455,0.839
15.321,-0.01455,0.839
15.341,-0.01455,0.8385
15.36,-0.0147,0.8385
15.381,-0.01455,0.8385
15.401,-0.01455,0.8385
15.421,-0.01455,0.8385
15.44,-0.01455,0.8385
15.461,-0.0147,0.839
15.481,-0.0147,0.839
15.501,-0.0147,0.839
15.521,-0.01455,0.8385
15.541,-0.01455,0.8385
15.561,-0.01455,0.8385
15.581,-0.01455,0.8385
15.601,-0.01455,0.8385
15.621,-0.01455,0.8385
15.641,-0.01455,0.8385
15.661,-0.01455,0.8385
15.681,-0.01455,0.8385
15.7,-0.01455,0.8385
15.722,-0.01485,0.8385
15.741,-0.01455,0.8385
15.761,-0.0147,0.8385
15.781,-0.01455,0.8385
15.8,-0.01455,0.8385
15.821,-0.01455,0.8385
15.841,-0.01455,0.8385
15.861,-0.01455,0.8385
15.881,-0.01455,0.8385
15.901,-0.01455,0.8385
15.921,-0.0147,0.8385
15.94,-0.0147,0.8385
15.96,-0.01455,0.8385
15.981,-0.01455,0.8385
16.001,-0.01455,0.838
16.021,-0.01455,0.8385
16.041,-0.0147,0.8385
16.061,-0.0147,0.8385
16.081,-0.0147,0.8385
16.101,-0.0147,0.8385
16.121,-0.01455,0.8385
16.141,-0.01455,0.8385
16.161,-0.01455,0.8385
16.181,-0.01455,0.8385
16.201,-0.01455,0.8385
16.221,-0.01455,0.8385
16.241,-0.01455,0.838
16.261,-0.01455,0.838
16.282,-0.0147,0.838
16.301,-0.0147,0.838
16.321,-0.0147,0.838
16.341,-0.0147,0.838
16.36,-0.0147,0.838
16.381,-0.01455,0.8385
16.401,-0.01455,0.8385
16.421,-0.01455,0.8385
16.441,-0.01455,0.8385
16.46,-0.0147,0.8385
16.481,-0.01455,0.839
16.501,-0.01455,0.8385
16.521,-0.01455,0.8385
16.541,-0.01455,0.8385
16.561,-0.0147,0.838
16.581,-0.0147,0.838
16.6,-0.01485,0.8385
16.621,-0.0147,0.8385
16.641,-0.0147,0.8385
16.661,-0.0147,0.8385
16.681,-0.0147,0.838
16.701,-0.01455,0.838
16.72,-0.01485,0.838
16.742,-0.0147,0.838
16.761,-0.0147,0.838
16.781,-0.0147,0.8385
16.8,-0.0147,0.8385
16.821,-0.01455,0.8385
16.841,-0.01455,0.8385
16.861,-0.01455,0.8385
16.881,-0.01455,0.8385
16.901,-0.01455,0.8385
16.921,-0.01455,0.8385
16.941,-0.01455,0.8385
16.961,-0.01455,0.8385
16.981,-0.0147,0.8385
17.001,-0.01485,0.8385
17.021,-0.01485,0.8385
17.041,-0.01485,0.8385
17.06,-0.01485,0.839
17.083,-0.01455,0.839
17.101,-0.01455,0.8385
17.121,-0.01455,0.8385
17.141,-0.01485,0.8385
17.16,-0.01485,0.8385
17.18,-0.01485,0.8385
17.2,-0.0147,0.8385
17.221,-0.0147,0.8385
17.241,-0.0147,0.8385
17.261,-0.0147,0.8385
17.281,-0.0147,0.8385
17.301,-0.01455,0.8385
17.32,-0.0147,0.8385
17.341,-0.0147,0.8385
17.361,-0.0147,0.8385
17.381,-0.0147,0.8385
17.401,-0.0147,0.8385
17.421,-0.0147,0.8385
17.441,-0.0147,0.8385
17.461,-0.0147,0.839
17.48,-0.01485,0.8385
17.501,-0.0147,0.8385
17.52,-0.01485,0.8385
17.54,-0.01485,0.839
17.56,-0.0147,0.839
17.581,-0.0147,0.839
17.601,-0.0147,0.839
17.621,-0.0147,0.8385
17.641,-0.0147,0.839
17.661,-0.0147,0.8385
17.681,-0.0147,0.839
17.7,-0.0147,0.839
17.72,-0.0147,0.839
17.741,-0.0147,0.839
17.761,-0.0147,0.839
17.781,-0.0147,0.839
17.801,-0.0147,0.839
17.82,-0.0147,0.8385
17.84,-0.0147,0.839
17.861,-0.0147,0.8385
17.881,-0.0147,0.8385
17.901,-0.0147,0.8385
17.921,-0.0147,0.8385
17.941,-0.0147,0.8385
17.961,-0.0147,0.8385
17.981,-0.0147,0.8385
18.001,-0.0147,0.8385
18.021,-0.0147,0.8385
18.04,-0.01485,0.839
18.061,-0.01485,0.839
18.08,-0.0147,0.8385
18.102,-0.0147,0.839
18.12,-0.0147,0.839
18.141,-0.0147,0.839
18.161,-0.0147,0.8385
18.181,-0.0147,0.8385
18.201,-0.0147,0.8385
18.221,-0.01485,0.8385
18.241,-0.01485,0.8385
18.261,-0.0147,0.838
18.281,-0.0147,0.8385
18.301,-0.0147,0.8385
18.321,-0.01455,0.839
18.341,-0.0147,0.839
18.36,-0.01485,0.839
18.381,-0.0147,0.8385
18.401,-0.0147,0.8385
18.42,-0.01485,0.8385
18.441,-0.01485,0.8385
18.461,-0.01485,0.8385
18.481,-0.01485,0.8385
18.501,-0.01485,0.8385
18.52,-0.01485,0.8385
18.541,-0.01485,0.8385
18.56,-0.015,0.8385
18.581,-0.01485,0.8385
18.6,-0.015,0.839
18.621,-0.01485,0.8385
18.641,-0.01485,0.8385
18.661,-0.0147,0.839
18.68,-0.0147,0.8385
18.701,-0.0147,0.8385
18.721,-0.0147,0.8385
18.741,-0.0147,0.838
18.76,-0.01485,0.8385
18.781,-0.0147,0.8385
18.801,-0.0147,0.8385
18.821,-0.0147,0.8385
18.84,-0.0147,0.8385
18.861,-0.0147,0.8385
18.881,-0.015,0.8385
18.901,-0.0147,0.8385
18.921,-0.0147,0.838
18.94,-0.015,0.838
18.961,-0.0147,0.838
18.981,-0.0147,0.8385
19.002,-0.0147,0.8385
19.021,-0.0147,0.8385
19.041,-0.01515,0.8385
19.061,-0.01485,0.8385
19.081,-0.01485,0.8385
19.1,-0.0153,0.8385
19.121,-0.0147,0.838
19.141,-0.0147,0.838
19.16,-0.0147,0.838
19.181,-0.015,0.8385
19.201,-0.015,0.8385
19.221,-0.01455,0.8385
19.241,-0.01485,0.8385
19.26,-0.0147,0.8385
19.281,-0.01485,0.839
19.301,-0.01485,0.839
